scope,feature,count,null_count,nonfinite_count,min,max,mean,std,p01,p50,p99
all,udp_ratio,87862,0,0,0.0,1.0,0.1443272404452641,0.28351912815159136,0.0,0.0,1.0
all,icmp_ratio,87862,0,0,0.0,0.48,0.003568323052058931,0.030818738953727266,0.0,0.0,0.16
all,icmpv6_ratio,87862,0,0,0.0,0.32,0.00012292003368919404,0.0033578748322938717,0.0,0.0,0.0
all,igmp_ratio,87862,0,0,0.0,0.2,2.6860303658009155e-05,0.0019319434446128626,0.0,0.0,0.0
all,tcp_syn_ratio,87862,0,0,0.0,1.0,0.252248950611726,0.3769808686255763,0.0,0.0,1.0
all,tcp_ack_ratio,87862,0,0,0.0,1.0,0.6906059269600635,0.4196433568341343,0.0,1.0,1.0
all,tcp_fin_ratio,87862,0,0,0.0,1.0,0.03211206304784131,0.09176561416151731,0.0,0.0,0.43999999999999995
all,tcp_rst_ratio,87862,0,0,0.0,1.0,0.12506166697245527,0.2657153634821383,0.0,0.0,1.0
all,tcp_psh_ratio,87862,0,0,0.0,1.0,0.2335302560112952,0.24263444632292802,0.0,0.16,0.8799999999999999
all,tcp_urg_ratio,87862,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,unique_ip_count,87862,0,0,2.0,28.0,5.791946461496438,4.406276629952037,2.0,4.0,17.0
all,unique_port_count,87862,0,0,0.0,30.0,16.641995401880223,8.584381567655866,2.0,16.0,27.0
DDoS,window_span_seconds,10000,0,0,0.0,0.008418083190917969,0.000491723656654358,0.0005976351138022606,0.0,0.0002942085266113281,0.002754025459289552
DDoS,iat_mean_seconds,10000,0,0,0.0,0.0003507534662882487,2.0493481556574437e-05,2.4902924661192944e-05,0.0,1.2258688608805338e-05,0.00011475106080373133
DDoS,iat_std_seconds,10000,0,0,0.0,0.0012601421341727342,7.453017367338036e-05,0.0001028978129673947,0.0,3.666426630857545e-05,0.0004940936043308686
DDoS,iat_p50_seconds,10000,0,0,0.0,2.8967857360839844e-05,6.042003631591796e-07,9.088730872082787e-07,0.0,0.0,2.1457672119140625e-06
DDoS,iat_p95_seconds,10000,0,0,0.0,0.0025935411453247006,6.902545332908603e-05,0.00010618286375369011,0.0,3.858804702758783e-05,0.00045362293720245365
DDoS,frame_length_mean,10000,0,0,60.0,173.12,60.03309199999999,1.3715439911049767,60.0,60.0,60.0
DDoS,frame_length_std,10000,0,0,0.0,383.6085838455651,0.12272317832246203,5.187795969532176,0.0,0.0,0.0
DDoS,frame_length_min,10000,0,0,60.0,60.0,60.0,0.0,60.0,60.0,60.0
DDoS,frame_length_max,10000,0,0,60.0,1474.0,60.5577,22.721867676534398,60.0,60.0,60.0
DDoS,ipv4_ratio,10000,0,0,0.96,1.0,0.9999759999999999,0.0009795019142401198,1.0,1.0,1.0
DDoS,ipv6_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDoS,arp_ratio,10000,0,0,0.0,0.04,2.4e-05,0.0009795019142401203,0.0,0.0,0.0
DDoS,llc_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDoS,other_protocol_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDoS,tcp_ratio,10000,0,0,0.92,1.0,0.9999519999999998,0.0014958930443050465,1.0,1.0,1.0
DDoS,udp_ratio,10000,0,0,0.0,0.08,2.4e-05,0.0011311162628128628,0.0,0.0,0.0
DDoS,icmp_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDoS,icmpv6_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDoS,igmp_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDoS,tcp_syn_ratio,10000,0,0,0.0,1.0,0.832369833333351,0.2775334629493207,0.0,1.0,1.0
DDoS,tcp_ack_ratio,10000,0,0,0.0,1.0,0.188999956521739,0.3463786379115997,0.0,0.0,1.0
DDoS,tcp_fin_ratio,10000,0,0,0.0,0.04,4e-06,0.0003999799994999403,0.0,0.0,0.0
DDoS,tcp_rst_ratio,10000,0,0,0.0,1.0,0.1671221666666661,0.2773696400869613,0.0,0.0,1.0
DDoS,tcp_psh_ratio,10000,0,0,0.0,0.4,0.00022000000000000012,0.007073301916361584,0.0,0.0,0.0
DDoS,tcp_urg_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDoS,unique_ip_count,10000,0,0,2.0,11.0,3.0649,0.7582136836011367,2.0,3.0,4.0
DDoS,unique_port_count,10000,0,0,16.0,27.0,25.9873,0.24887488824710144,26.0,26.0,26.0
DoS,window_span_seconds,10000,0,0,0.0,0.019551992416381836,0.0009734195947647095,0.0010286136670823462,6.9141387939453125e-06,0.0006949901580810547,0.004741988182067872
DoS,iat_mean_seconds,10000,0,0,0.0,0.0008146663506825765,4.056641062100743e-05,4.285632250293134e-05,4.766384760538739e-07,2.8957923253377278e-05,0.0001975828409194947
DoS,iat_std_seconds,10000,0,0,0.0,0.0032084974442938264,0.000139390598014158,0.00016811600495248843,9.132972975125041e-07,7.789396842006812e-05,0.0007697582395456649
DoS,iat_p50_seconds,10000,0,0,0.0,2.956390380859375e-05,8.267998695373535e-07,1.1079794245810734e-06,0.0,9.5367431640625e-07,3.814697265625e-06
DoS,iat_p95_seconds,10000,0,0,0.0,0.003577971458435058,0.00015271386742591865,0.00022735700097958512,0.0,9.649991989135733e-05,0.0012087044715881326
DoS,frame_length_mean,10000,0,0,60.0,1213.04,64.37353600000033,40.21081452316781,60.0,60.0,155.37280000000027
DoS,frame_length_std,10000,0,0,0.0,716.4261703762642,9.627799223088926,56.606382858828574,0.0,0.0,322.9673737583252
DoS,frame_length_min,10000,0,0,60.0,60.0,60.0,0.0,60.0,60.0,60.0
DoS,frame_length_max,10000,0,0,60.0,1494.0,95.1034,165.25683619275583,60.0,60.0,1252.0
DoS,ipv4_ratio,10000,0,0,0.96,1.0,0.9999880000000001,0.0006927163921838256,1.0,1.0,1.0
DoS,ipv6_ratio,10000,0,0,0.0,0.04,4e-06,0.00039997999949990104,0.0,0.0,0.0
DoS,arp_ratio,10000,0,0,0.0,0.04,8e-06,0.000565628853578112,0.0,0.0,0.0
DoS,llc_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS,other_protocol_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS,tcp_ratio,10000,0,0,0.16,1.0,0.9931479999999876,0.026950511980293777,0.92,1.0,1.0
DoS,udp_ratio,10000,0,0,0.0,0.84,0.006843999999999961,0.02694660765291389,0.0,0.0,0.08
DoS,icmp_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS,icmpv6_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS,igmp_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS,tcp_syn_ratio,10000,0,0,0.0,1.0,0.677015804525389,0.3071622821886683,0.0,0.72,1.0
DoS,tcp_ack_ratio,10000,0,0,0.0,1.0,0.34224142901497145,0.3680980790565149,0.0,0.2,1.0
DoS,tcp_fin_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS,tcp_rst_ratio,10000,0,0,0.0,1.0,0.3195744728132436,0.30668165616515825,0.0,0.28,1.0
DoS,tcp_psh_ratio,10000,0,0,0.0,0.48,0.00040899999999999997,0.009775277609017828,0.0,0.0,0.0
DoS,tcp_urg_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DoS,unique_ip_count,10000,0,0,2.0,9.0,2.154,0.42341941382036,2.0,2.0,3.0
DoS,unique_port_count,10000,0,0,7.0,28.0,26.0504,0.7841299892236996,24.0,26.0,27.0
MQTT,window_span_seconds,10000,0,0,0.0,1.537363052368164,0.0013759766578674316,0.027611196858739577,1.3821125030517585e-05,0.00041794776916503906,0.004866015911102297
MQTT,iat_mean_seconds,10000,0,0,0.0,0.06405679384867351,5.735440353552489e-05,0.0011504657834471984,6.655851999918619e-07,1.741449038187663e-05,0.00020275066296259573
MQTT,iat_std_seconds,10000,0,0,0.0,0.12433966486103835,0.00016193623095225854,0.0023858429273857016,1.9776269712702035e-06,4.844870366948105e-05,0.0008232304096525057
MQTT,iat_p50_seconds,10000,0,0,0.0,0.008845925331115723,1.7075061798095704e-06,8.845798864288689e-05,0.0,4.76837158203125e-07,3.0994415283203125e-06
MQTT,iat_p95_seconds,10000,0,0,0.0,0.30949182510375955,0.0002285897874832148,0.005259432796083558,0.0,6.0606002807617164e-05,0.0008973228931427019
MQTT,frame_length_mean,10000,0,0,60.0,259.4,68.88597200000024,3.5114226426358983,62.519600000000004,68.72,75.28
MQTT,frame_length_std,10000,0,0,0.0,411.23647698131055,5.683882091996745,6.147429788478967,1.627481603990564,5.699684201778199,9.350949469516594
MQTT,frame_length_min,10000,0,0,42.0,79.0,62.7971,3.0575041439057995,60.0,60.0,66.0
MQTT,frame_length_max,10000,0,0,60.0,1474.0,80.7459,26.110981084400944,70.0,83.0,83.0
MQTT,ipv4_ratio,10000,0,0,0.92,1.0,0.999984,0.0009796652489499958,1.0,1.0,1.0
MQTT,ipv6_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQTT,arp_ratio,10000,0,0,0.0,0.08,1.6e-05,0.000979665248949996,0.0,0.0,0.0
MQTT,llc_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQTT,other_protocol_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQTT,tcp_ratio,10000,0,0,0.88,1.0,0.9999119999999999,0.0024641947974940615,1.0,1.0,1.0
MQTT,udp_ratio,10000,0,0,0.0,0.12,7.200000000000002e-05,0.0022615958967065935,0.0,0.0,0.0
MQTT,icmp_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQTT,icmpv6_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQTT,igmp_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQTT,tcp_syn_ratio,10000,0,0,0.0,1.0,0.21660616139656458,0.18027805245480755,0.0,0.16,0.8
MQTT,tcp_ack_ratio,10000,0,0,0.0,1.0,0.7284842733860654,0.2501603286203557,0.12,0.76,1.0
MQTT,tcp_fin_ratio,10000,0,0,0.0,1.0,0.2175708932806252,0.14796021927868927,0.0,0.2,0.76
MQTT,tcp_rst_ratio,10000,0,0,0.0,1.0,0.16455492424242316,0.21051747952886443,0.0,0.04,0.76
MQTT,tcp_psh_ratio,10000,0,0,0.0,1.0,0.20172818115941638,0.12699982294758191,0.0,0.2,0.6
MQTT,tcp_urg_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQTT,unique_ip_count,10000,0,0,2.0,16.0,3.0592,0.8913446920243216,2.0,3.0,5.0
MQTT,unique_port_count,10000,0,0,10.0,27.0,22.2071,2.703333051993318,15.0,23.0,26.0
Recon,window_span_seconds,10000,0,0,0.0,2.0042648315429688,0.08274413061141968,0.25982939166858565,0.0,0.006403803825378418,1.2954733324050927
Recon,iat_mean_seconds,10000,0,0,0.0,0.0835110346476237,0.0034476734379927385,0.010826224259815847,0.0,0.00026682515939076745,0.053978055516878856
Recon,iat_std_seconds,10000,0,0,0.0,0.27676095191236955,0.008509210507245745,0.03273808517652182,0.0,0.0009047716521027377,0.19960271337179844
Recon,iat_p50_seconds,10000,0,0,0.0,0.038522958755493164,0.0006363106966018677,0.0026245634737939315,0.0,1.9073486328125e-06,0.00849184393882752
Recon,iat_p95_seconds,10000,0,0,0.0,0.8505541682243326,0.015944667866229962,0.0756007260338995,0.0,0.0013136506080627425,0.29018644571304336
Recon,frame_length_mean,10000,0,0,57.12,1494.0,100.53620400000082,113.60250878915923,60.0,61.76,654.9968000000008
Recon,frame_length_std,10000,0,0,0.0,690.3717259563866,71.61474903052343,131.29334965402558,0.0,8.622203894596788,571.5106641045536
Recon,frame_length_min,10000,0,0,42.0,1494.0,61.4456,16.3887412768663,60.0,60.0,103.0
Recon,frame_length_max,10000,0,0,60.0,1514.0,343.4571,469.16877577220595,60.0,104.0,1435.0
Recon,ipv4_ratio,10000,0,0,0.6,1.0,0.9967679999999971,0.021439080577302722,0.92,1.0,1.0
Recon,ipv6_ratio,10000,0,0,0.0,0.28,0.0004480000000000002,0.005723573708793816,0.0,0.0,0.0
Recon,arp_ratio,10000,0,0,0.0,0.4,0.0027719999999999733,0.020376359243009474,0.0,0.0,0.08
Recon,llc_ratio,10000,0,0,0.0,0.04,4e-06,0.0003999799994999549,0.0,0.0,0.0
Recon,other_protocol_ratio,10000,0,0,0.0,0.04,8e-06,0.0005656288535780647,0.0,0.0,0.0
Recon,tcp_ratio,10000,0,0,0.0,1.0,0.9144120000000056,0.22929660759812112,0.0,1.0,1.0
Recon,udp_ratio,10000,0,0,0.0,1.0,0.08267599999999871,0.22704510350148546,0.0,0.0,1.0
Recon,icmp_ratio,10000,0,0,0.0,0.08,3.2e-05,0.0014963208212144246,0.0,0.0,0.0
Recon,icmpv6_ratio,10000,0,0,0.0,0.16,5.599999999999999e-05,0.002465129611197044,0.0,0.0,0.0
Recon,igmp_ratio,10000,0,0,0.0,0.16,3.9999999999999996e-05,0.0021162230506258516,0.0,0.0,0.0
Recon,tcp_syn_ratio,10000,0,0,0.0,1.0,0.4297966392503165,0.45916538123737627,0.0,0.16,1.0
Recon,tcp_ack_ratio,10000,0,0,0.0,1.0,0.5367485238715858,0.46326716721792366,0.0,0.68,1.0
Recon,tcp_fin_ratio,10000,0,0,0.0,1.0,0.0013653726394378554,0.02730857781301215,0.0,0.0,0.0
Recon,tcp_rst_ratio,10000,0,0,0.0,1.0,0.4135911926256399,0.45541458472454954,0.0,0.08333333333333333,1.0
Recon,tcp_psh_ratio,10000,0,0,0.0,1.0,0.06213280114591995,0.15898738270819743,0.0,0.0,0.6666666666666666
Recon,tcp_urg_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recon,unique_ip_count,10000,0,0,2.0,20.0,3.2557,2.314890388333783,2.0,3.0,13.0
Recon,unique_port_count,10000,0,0,2.0,30.0,23.3574,6.539576839521214,2.0,26.0,27.0
Spoofing,window_span_seconds,6423,0,0,0.00015997886657714844,2.0108580589294434,0.2881780084226615,0.4316494231250219,0.0012645721435546875,0.1393141746520996,1.9992832326889038
Spoofing,iat_mean_seconds,6423,0,0,6.665786107381185e-06,0.08378575245539348,0.0120074170176109,0.017985392630209235,5.269050598144531e-05,0.005804757277170817,0.08330346802870434
Spoofing,iat_std_seconds,6423,0,0,3.584533784446368e-06,0.27754187828392457,0.028742830139691387,0.058699469977188355,7.95046676941393e-05,0.005520491730799106,0.2757418864534565
Spoofing,iat_p50_seconds,6423,0,0,0.0,0.030622482299804688,0.0027276925648667444,0.004354046519773673,0.0,0.00027954578399658203,0.02040928602218628
Spoofing,iat_p95_seconds,6423,0,0,0.0,0.8506144285202005,0.05283509158612972,0.12987756780006862,0.000209006309509277,0.01505554914474487,0.8463463099002816
Spoofing,frame_length_mean,6423,0,0,57.12,1494.0,482.10086875291876,478.94397366062566,63.275200000000005,272.2,1494.0
Spoofing,frame_length_std,6423,0,0,0.0,713.4285713370328,226.88328014903718,207.085003537903,0.0,188.42574770980738,671.147614268497
Spoofing,frame_length_min,6423,0,0,42.0,1494.0,252.07971352950335,464.4722808088847,42.0,66.0,1494.0
Spoofing,frame_length_max,6423,0,0,60.0,1514.0,933.2744823291297,525.6854275915852,66.0,1242.0,1498.0
Spoofing,ipv4_ratio,6423,0,0,0.0,1.0,0.9711287560330107,0.13359012123575412,0.04,1.0,1.0
Spoofing,ipv6_ratio,6423,0,0,0.0,0.16,0.0010711505527012308,0.00735893318262867,0.0,0.0,0.04
Spoofing,arp_ratio,6423,0,0,0.0,1.0,0.027712906741398077,0.13333171955276416,0.0,0.0,0.96
Spoofing,llc_ratio,6423,0,0,0.0,0.04,3.113809746224506e-05,0.0011155959471853226,0.0,0.0,0.0
Spoofing,other_protocol_ratio,6423,0,0,0.0,0.04,5.60485754320411e-05,0.0014962625352769568,0.0,0.0,0.0
Spoofing,tcp_ratio,6423,0,0,0.0,1.0,0.5229269811614479,0.4440599656740799,0.0,0.6,1.0
Spoofing,udp_ratio,6423,0,0,0.0,1.0,0.44877471586486173,0.4461520322066211,0.0,0.32,1.0
Spoofing,icmp_ratio,6423,0,0,0.0,0.24,0.0003861124085318389,0.005677546879481816,0.0,0.0,0.0
Spoofing,icmpv6_ratio,6423,0,0,0.0,0.08,0.00011209715086408222,0.0023383197775585624,0.0,0.0,0.0
Spoofing,igmp_ratio,6423,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spoofing,tcp_syn_ratio,6423,0,0,0.0,1.0,0.003839728259391491,0.03785728656803388,0.0,0.0,0.08333333333333331
Spoofing,tcp_ack_ratio,6423,0,0,0.0,1.0,0.7110740283578086,0.4504959363546751,0.0,1.0,1.0
Spoofing,tcp_fin_ratio,6423,0,0,0.0,1.0,0.00818847466200387,0.07339394527578266,0.0,0.0,0.16666666666666663
Spoofing,tcp_rst_ratio,6423,0,0,0.0,1.0,0.0018463459931246614,0.026748298682036185,0.0,0.0,0.045454545454545456
Spoofing,tcp_psh_ratio,6423,0,0,0.0,1.0,0.229078270210568,0.27614005634449384,0.0,0.0,1.0
Spoofing,tcp_urg_ratio,6423,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spoofing,unique_ip_count,6423,0,0,2.0,28.0,5.412112719912813,4.552052258593682,2.0,4.0,26.0
Spoofing,unique_port_count,6423,0,0,0.0,29.0,5.972131402771291,4.96968877877219,2.0,4.0,22.0
profiling_active,window_span_seconds,20000,0,0,0.0,20.731569051742554,2.069329092395306,2.895775919107166,0.0003790760040283203,1.0008795261383057,13.783084743022911
profiling_active,iat_mean_seconds,20000,0,0,0.0,0.8638153771559397,0.08622204587161514,0.12065732972357718,1.5794833501180013e-05,0.04170331358909607,0.5742951976259546
profiling_active,iat_std_seconds,20000,0,0,0.0,1.3351566370968444,0.17661301444578628,0.16279960068862967,2.0582991751479535e-05,0.1993378931088621,0.7475351864372397
profiling_active,iat_p50_seconds,20000,0,0,0.0,0.6734684705734253,0.0315101449906826,0.07348804580650227,0.0,1.5974044799804688e-05,0.33050575017929024
profiling_active,iat_p95_seconds,20000,0,0,0.0,4.163496696949004,0.37130309855222743,0.49096196259350244,3.96728515625e-05,0.06401824355125425,2.074799956083286
profiling_active,frame_length_mean,20000,0,0,57.64,2962.0,283.4729919999873,444.9646486209899,66.0,87.12,1977.36
profiling_active,frame_length_std,20000,0,0,0.0,1790.8429407404774,152.6446341522016,221.9585231720132,0.0,18.793913491566073,1056.2734297005697
profiling_active,frame_length_min,20000,0,0,42.0,1514.0,142.242,311.59606116900574,42.0,66.0,1514.0
profiling_active,frame_length_max,20000,0,0,66.0,8754.0,706.52865,863.3842361191898,66.0,217.0,4410.0
profiling_active,ipv4_ratio,20000,0,0,0.28,1.0,0.9704459999999694,0.06859563458413837,0.68,1.0,1.0
profiling_active,ipv6_ratio,20000,0,0,0.0,0.4,0.0026679999999999616,0.013555876069070905,0.0,0.0,0.08
profiling_active,arp_ratio,20000,0,0,0.0,0.72,0.026696000000000254,0.06617283116204384,0.0,0.0,0.32
profiling_active,llc_ratio,20000,0,0,0.0,0.08,3.4000000000000007e-05,0.0014138047955777437,0.0,0.0,0.0
profiling_active,other_protocol_ratio,20000,0,0,0.0,0.04,0.0001560000000000001,0.0024931233423166337,0.0,0.0,0.0
profiling_active,tcp_ratio,20000,0,0,0.0,1.0,0.8367779999999986,0.2820285423782573,0.0,1.0,1.0
profiling_active,udp_ratio,20000,0,0,0.0,1.0,0.13153799999999125,0.27081165882579816,0.0,0.0,1.0
profiling_active,icmp_ratio,20000,0,0,0.0,0.48,0.004669999999999991,0.034195191182398554,0.0,0.0,0.2
profiling_active,icmpv6_ratio,20000,0,0,0.0,0.2,0.00012400000000000006,0.0030173869490008652,0.0,0.0,0.0
profiling_active,igmp_ratio,20000,0,0,0.0,0.08,4e-06,0.0005656712826368044,0.0,0.0,0.0
profiling_active,tcp_syn_ratio,20000,0,0,0.0,1.0,0.008233647352970474,0.03133658048437259,0.0,0.0,0.13642857142856105
profiling_active,tcp_ack_ratio,20000,0,0,0.0,1.0,0.9333758463931008,0.2384014648038256,0.0,1.0,1.0
profiling_active,tcp_fin_ratio,20000,0,0,0.0,1.0,0.007969150528770464,0.03236412988698839,0.0,0.0,0.13636363636363635
profiling_active,tcp_rst_ratio,20000,0,0,0.0,1.0,0.004815629489929481,0.029961354370596844,0.0,0.0,0.125
profiling_active,tcp_psh_ratio,20000,0,0,0.0,1.0,0.38437996220831705,0.21701769572946525,0.0,0.44,0.88
profiling_active,tcp_urg_ratio,20000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_active,unique_ip_count,20000,0,0,2.0,21.0,7.4914,4.015647648885182,2.0,7.0,17.0
profiling_active,unique_port_count,20000,0,0,2.0,26.0,10.0698,5.096756611807598,2.0,11.0,23.0
profiling_idle,window_span_seconds,10000,0,0,0.0024209022521972656,21.243388891220093,6.8000756079673765,4.282641956996649,0.10654464006423953,6.795742630958557,17.115377893447874
profiling_idle,iat_mean_seconds,10000,0,0,0.00010087092717488606,0.8851412038008372,0.28333648366530767,0.17844341487486057,0.004439360002676646,0.28315594295660657,0.7131407455603282
profiling_idle,iat_std_seconds,10000,0,0,0.00022647633699755497,1.4136610692769298,0.4243929433476192,0.2466259643268992,0.010613383999266195,0.435703001586449,0.9958549774826476
profiling_idle,iat_p50_seconds,10000,0,0,0.0,0.7930220365524292,0.09638424297571183,0.08221469283297911,2.0265579223632812e-06,0.08571529388427734,0.3954748630523682
profiling_idle,iat_p95_seconds,10000,0,0,0.00032881498336791956,4.592154538631436,1.0827051687538596,0.6979182230964552,0.015330866694450366,1.0917905092239373,2.8770343608856184
profiling_idle,frame_length_mean,10000,0,0,60.0,1554.88,208.0138840000011,106.55014764980194,81.6388,193.44,477.52160000000003
profiling_idle,frame_length_std,10000,0,0,0.0,888.6314025511364,262.35170203508136,152.6547227645962,44.77025738124704,228.72068555255254,676.043715954058
profiling_idle,frame_length_min,10000,0,0,54.0,1494.0,61.818,32.30990058789776,60.0,60.0,66.0
profiling_idle,frame_length_max,10000,0,0,60.0,2962.0,1149.1761,713.6769185624576,242.9000000000001,930.0,2882.0
profiling_idle,ipv4_ratio,10000,0,0,0.28,1.0,0.956628000000008,0.0587250339804082,0.76,1.0,1.0
profiling_idle,ipv6_ratio,10000,0,0,0.0,0.56,0.005671999999999919,0.021706874855676947,0.0,0.0,0.12
profiling_idle,arp_ratio,10000,0,0,0.0,0.72,0.0370640000000004,0.05383251716202745,0.0,0.0,0.2
profiling_idle,llc_ratio,10000,0,0,0.0,0.2,4e-05,0.002591987654291063,0.0,0.0,0.0
profiling_idle,other_protocol_ratio,10000,0,0,0.0,0.04,0.0005960000000000004,0.00484611019272185,0.0,0.0,0.04
profiling_idle,tcp_ratio,10000,0,0,0.0,1.0,0.5946640000000236,0.21821458957640433,0.08,0.6,1.0
profiling_idle,udp_ratio,10000,0,0,0.0,1.0,0.34611599999999004,0.1984613678880623,0.0,0.32,0.84
profiling_idle,icmp_ratio,10000,0,0,0.0,0.48,0.02108399999999999,0.07458542045198442,0.0,0.0,0.4
profiling_idle,icmpv6_ratio,10000,0,0,0.0,0.32,0.00038800000000000027,0.006067079692899379,0.0,0.0,0.0
profiling_idle,igmp_ratio,10000,0,0,0.0,0.2,4.8e-05,0.0029389957468493964,0.0,0.0,0.0
profiling_idle,tcp_syn_ratio,10000,0,0,0.0,0.8333333333333334,0.03395221433702664,0.06388848827288511,0.0,0.0,0.30434782608695654
profiling_idle,tcp_ack_ratio,10000,0,0,0.0,1.0,0.9706365917826408,0.08558008815815366,0.7391304347826086,1.0,1.0
profiling_idle,tcp_fin_ratio,10000,0,0,0.0,1.0,0.0347894076021492,0.06584998236068278,0.0,0.0,0.30007692307692474
profiling_idle,tcp_rst_ratio,10000,0,0,0.0,1.0,0.020035585034127355,0.05694945802591819,0.0,0.0,0.2631929824561411
profiling_idle,tcp_psh_ratio,10000,0,0,0.0,1.0,0.4021187646081899,0.1408728999764182,0.0,0.4117647058823529,0.6842105263157895
profiling_idle,tcp_urg_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_idle,unique_ip_count,10000,0,0,2.0,21.0,11.7764,3.7199735267875993,2.0,13.0,18.0
profiling_idle,unique_port_count,10000,0,0,2.0,28.0,13.7073,3.903975756840808,4.0,14.0,22.01000000000022
profiling_interaction,window_span_seconds,1424,0,0,0.002741098403930664,6.835194110870361,0.40812128581357804,0.4772331373090535,0.026132233142852783,0.331607460975647,2.0202110123634327
profiling_interaction,iat_mean_seconds,1424,0,0,0.00011421243349711101,0.2847997546195984,0.017005053575565768,0.01988471405454394,0.001088843047618866,0.013816977540651958,0.08417545884847637
profiling_interaction,iat_std_seconds,1424,0,0,0.00017888175789608244,0.38079166907786255,0.021922268356379778,0.03302538566256486,0.0011597792005755031,0.015575082974518012,0.18549753388790513
profiling_interaction,iat_p50_seconds,1424,0,0,0.0,0.179266095161438,0.00895527448881878,0.015300416410337667,6.5076351165771505e-06,0.00331956148147583,0.0506895363330841
profiling_interaction,iat_p95_seconds,1424,0,0,0.0004835367202758789,1.0113968253135663,0.05349007269807083,0.07252305078211142,0.0029492962360382078,0.04112398624420166,0.3578078154325482
profiling_interaction,frame_length_mean,1424,0,0,60.0,1435.0,556.2733426966298,367.3706188877553,60.0,483.92,1416.7471999999998
