pcap_id,modeling_group_key,binary_label,attack_family,attack_type,benign_category,source_parquet_path,source_row_count,sampling_mode,group_budget,allocated_sample_rows,reservoir_seed,output_parquet_path,output_row_count,output_file_size,selection_sha256,status,resumed
Ecobee_Camera_LAN_WATCH-86027c5a7abe11b1,benign|device|Ecobee_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/Ecobee_Camera_LAN_WATCH-86027c5a7abe11b1.parquet,1464,full,,1464,525176343645523700,data/modeling/v1/views/group_balanced/fit/Ecobee_Camera_LAN_WATCH-86027c5a7abe11b1.parquet,1464,90093,ae66c0b1ca3faac40dddeb3b9fe9d2858c6a5fd4a8b339de17de7e97ce2e6b52,ok,false
Ecobee_Camera_Power-670935afbd6dd632,benign|device|Ecobee_Camera,BENIGN,,,profiling_power,data/features/v1/train/Ecobee_Camera_Power-670935afbd6dd632.parquet,90,full,,90,5667995392570474375,data/modeling/v1/views/group_balanced/fit/Ecobee_Camera_Power-670935afbd6dd632.parquet,90,17012,38628832a671731731c33f0e1c921f9df42f9d3d6adf1e11a2e9d86d519f2e70,ok,false
Ecobee_Camera_WAN_MIC-9f00e38f021daf12,benign|device|Ecobee_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/Ecobee_Camera_WAN_MIC-9f00e38f021daf12.parquet,1433,full,,1433,10591451422064700967,data/modeling/v1/views/group_balanced/fit/Ecobee_Camera_WAN_MIC-9f00e38f021daf12.parquet,1433,87846,277649456ff5e1036210d3456de75e63a1aa3fec27acacc27bde2f641d3d750e,ok,false
Ecobee_Camera_WAN_WATCH-d8fd5b4e4a5384d9,benign|device|Ecobee_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/Ecobee_Camera_WAN_WATCH-d8fd5b4e4a5384d9.parquet,1334,full,,1334,15324582927996735873,data/modeling/v1/views/group_balanced/fit/Ecobee_Camera_WAN_WATCH-d8fd5b4e4a5384d9.parquet,1334,83325,2f80a8cd11179f98e7c6e8f1a55fe2ea0152b33b3b2b8b51f0818616fadbb439,ok,false
M1T_Camera_LAN_MIC-82292e094d4c92fc,benign|device|M1T_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/M1T_Camera_LAN_MIC-82292e094d4c92fc.parquet,643,full,,643,9179267803444938097,data/modeling/v1/views/group_balanced/fit/M1T_Camera_LAN_MIC-82292e094d4c92fc.parquet,643,44130,689711ebb231658e04323acdf6dd24830557f6a11f67099df6b3b1b3b40e49fb,ok,false
M1T_Camera_LAN_PHOTO-5c311124058e65a8,benign|device|M1T_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/M1T_Camera_LAN_PHOTO-5c311124058e65a8.parquet,56,full,,56,844917027558060200,data/modeling/v1/views/group_balanced/fit/M1T_Camera_LAN_PHOTO-5c311124058e65a8.parquet,56,14060,e4f5b5b8456a938b26226acd3bfc29660e089d3647eaee55cb140733564c6c82,ok,false
M1T_Camera_LAN_PRECORDING-52238a5ec47bd101,benign|device|M1T_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/M1T_Camera_LAN_PRECORDING-52238a5ec47bd101.parquet,338,full,,338,9302963855636650597,data/modeling/v1/views/group_balanced/fit/M1T_Camera_LAN_PRECORDING-52238a5ec47bd101.parquet,338,28636,d8e857330e15cb6c765a3b1c693ad83ebe7e4110248d9de2ca631d1d80883ed5,ok,false
M1T_Camera_LAN_WATCH-be56cf109f9deaa9,benign|device|M1T_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/M1T_Camera_LAN_WATCH-be56cf109f9deaa9.parquet,473,full,,473,10577903303949776896,data/modeling/v1/views/group_balanced/fit/M1T_Camera_LAN_WATCH-be56cf109f9deaa9.parquet,473,35937,6c4f70a954077a58a3ecba09266d72183ea5701047ba1dd446fb36456c13a8f4,ok,false
M1T_Camera_Power-09122daa7d244f73,benign|device|M1T_Camera,BENIGN,,,profiling_power,data/features/v1/train/M1T_Camera_Power-09122daa7d244f73.parquet,13,full,,13,5203763825660728717,data/modeling/v1/views/group_balanced/fit/M1T_Camera_Power-09122daa7d244f73.parquet,13,11777,b762e997c89e06c8e2f54d015ae208226f3099cac114245641578f183da0450a,ok,false
M1T_Camera_WAN_MIC-81f4bd71b5e6453b,benign|device|M1T_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/M1T_Camera_WAN_MIC-81f4bd71b5e6453b.parquet,693,full,,693,11174577144599995415,data/modeling/v1/views/group_balanced/fit/M1T_Camera_WAN_MIC-81f4bd71b5e6453b.parquet,693,46969,286cfff01795cf269317e2aece30878017d458ded1f1102a0221fa373b6c65c8,ok,false
M1T_Camera_WAN_PHOTO-3ed5188c39d7b60c,benign|device|M1T_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/M1T_Camera_WAN_PHOTO-3ed5188c39d7b60c.parquet,229,full,,229,2784995073514216253,data/modeling/v1/views/group_balanced/fit/M1T_Camera_WAN_PHOTO-3ed5188c39d7b60c.parquet,229,23078,607885207ce0a185c3aa8066d627a234efdfcec0a289bf8a1d0062073758e8e0,ok,false
M1T_Camera_WAN_RECORDING-24eb271fd02aef20,benign|device|M1T_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/M1T_Camera_WAN_RECORDING-24eb271fd02aef20.parquet,657,full,,657,10573753967220401216,data/modeling/v1/views/group_balanced/fit/M1T_Camera_WAN_RECORDING-24eb271fd02aef20.parquet,657,45826,7a34f0b9b0630c46954b1f19f2bc2801d88d4af26e8d2768de4a8e19adfe28ec,ok,false
M1T_Camera_WAN_WATCH-87c44d4b3f40c536,benign|device|M1T_Camera,BENIGN,,,profiling_interaction,data/features/v1/train/M1T_Camera_WAN_WATCH-87c44d4b3f40c536.parquet,629,full,,629,13152718719673041766,data/modeling/v1/views/group_balanced/fit/M1T_Camera_WAN_WATCH-87c44d4b3f40c536.parquet,629,44248,7b36ac026c2599ce1482f042f2b7fb35ef2139cbfdbcb1f002e077ec46ec9bdb,ok,false
MQTT-DDoS-Connect_Flood_train-539423bcd3a46ba6,MQTT|MQTT_DDoS_Connect_Flood,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,data/features/v1/train/MQTT-DDoS-Connect_Flood_train-539423bcd3a46ba6.parquet,691837,reservoir,30000,30000,17282226774068864737,data/modeling/v1/views/group_balanced/fit/MQTT-DDoS-Connect_Flood_train-539423bcd3a46ba6.parquet,30000,1400472,5942547e276ab91a4a2f33b60d4cf25026827befa313d272ed15dd9d01673d4f,ok,false
MQTT-DDoS-Publish_Flood_train-bd996c8b772b0e4c,MQTT|MQTT_DDoS_Publish_Flood,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,data/features/v1/train/MQTT-DDoS-Publish_Flood_train-bd996c8b772b0e4c.parquet,110171,reservoir,30000,30000,12197970874458390074,data/modeling/v1/views/group_balanced/fit/MQTT-DDoS-Publish_Flood_train-bd996c8b772b0e4c.parquet,30000,1618440,f8e95d0313950900485550bc13aed4a228f5704499470d13e4f79b007266987f,ok,false
MQTT-DoS-Connect_Flood_train-9ed64d06c26d4359,MQTT|MQTT_DoS_Connect_Flood,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,data/features/v1/train/MQTT-DoS-Connect_Flood_train-9ed64d06c26d4359.parquet,51077,reservoir,30000,30000,5561599602400298764,data/modeling/v1/views/group_balanced/fit/MQTT-DoS-Connect_Flood_train-9ed64d06c26d4359.parquet,30000,1444502,4d31bbfeb6ff8a17feb3eaa32f1067045390cbfb55debd12f6729c8d56b610f6,ok,false
MQTT-Malformed_Data_train-047bd795e609d53a,MQTT|MQTT_Malformed_Data,ATTACK,MQTT,MQTT_Malformed_Data,,data/features/v1/train/MQTT-Malformed_Data_train-047bd795e609d53a.parquet,2053,full,30000,2053,14444007809890455842,data/modeling/v1/views/group_balanced/fit/MQTT-Malformed_Data_train-047bd795e609d53a.parquet,2053,113705,9b101a23bdaa28fda00a084934558a988b10db944bd44248efbcbe88b9c8813c,ok,false
Recon-Ping_Sweep_train-e08ccc2a81c89ea0,Recon|Ping_Sweep,ATTACK,Recon,Ping_Sweep,,data/features/v1/train/Recon-Ping_Sweep_train-e08ccc2a81c89ea0.parquet,296,full,,296,10950972189299935691,data/modeling/v1/views/group_balanced/fit/Recon-Ping_Sweep_train-e08ccc2a81c89ea0.parquet,296,26753,af01aee68165b29766b5b35edb96267eb2a4ec1a0396fbf81e4dda8129d7780f,ok,false
Recon-Port_Scan_train-3277498008f275af,Recon|Port_Scan,ATTACK,Recon,Port_Scan,,data/features/v1/train/Recon-Port_Scan_train-3277498008f275af.parquet,33594,full,,33594,13452485092737846567,data/modeling/v1/views/group_balanced/fit/Recon-Port_Scan_train-3277498008f275af.parquet,33594,1380594,e89be2cf4e80a6e2cb3acf1cfa5f0a07e1b620c8a15f8c395ad3d3ef643f1363,ok,false
Recon-VulScan_train-dd134b38001a54ff,Recon|VulScan,ATTACK,Recon,VulScan,,data/features/v1/train/Recon-VulScan_train-dd134b38001a54ff.parquet,869,full,,869,15331093407261380739,data/modeling/v1/views/group_balanced/fit/Recon-VulScan_train-dd134b38001a54ff.parquet,869,53163,6be6a376f0efea474560a9196de3c00288ec1f463f2cf6d4bd50afe5f9c9cc13,ok,false
Singcall_LAN_PHYSICAL-015d084b26c99a8c,benign|device|Singcall,BENIGN,,,profiling_interaction,data/features/v1/train/Singcall_LAN_PHYSICAL-015d084b26c99a8c.parquet,16,full,,16,15558896323589264051,data/modeling/v1/views/group_balanced/fit/Singcall_LAN_PHYSICAL-015d084b26c99a8c.parquet,16,12134,19db51381e85a36e256e116b63fa48901a4277fd8e681840ed0ff6d1cdd5c0e3,ok,false
Singcall_Power-2e7ddb9f29135c81,benign|device|Singcall,BENIGN,,,profiling_power,data/features/v1/train/Singcall_Power-2e7ddb9f29135c81.parquet,16,full,,16,3992961242378728459,data/modeling/v1/views/group_balanced/fit/Singcall_Power-2e7ddb9f29135c81.parquet,16,12229,19db51381e85a36e256e116b63fa48901a4277fd8e681840ed0ff6d1cdd5c0e3,ok,false
Singcall_WAN_PHYSICAL-648acf97ea26a9fb,benign|device|Singcall,BENIGN,,,profiling_interaction,data/features/v1/train/Singcall_WAN_PHYSICAL-648acf97ea26a9fb.parquet,12,full,,12,9660380850043783233,data/modeling/v1/views/group_balanced/fit/Singcall_WAN_PHYSICAL-648acf97ea26a9fb.parquet,12,11762,727d1b30a951d734bb37204a380baeb04e54f5dcd4ab3571076ec0b850d01a67,ok,false
TCP_IP-DDoS-ICMP1_train-52560d1b626f5c98,DDoS|DDoS_ICMP,ATTACK,DDoS,DDoS_ICMP,,data/features/v1/train/TCP_IP-DDoS-ICMP1_train-52560d1b626f5c98.parquet,779446,reservoir,60000,7607,5547377814444215414,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-ICMP1_train-52560d1b626f5c98.parquet,7607,263173,ad97f7eb1714c1b88664863d6bc67d33f48a9622333aca761df2d36e5e4e6b69,ok,false
TCP_IP-DDoS-ICMP2_train-fe61766820005b0a,DDoS|DDoS_ICMP,ATTACK,DDoS,DDoS_ICMP,,data/features/v1/train/TCP_IP-DDoS-ICMP2_train-fe61766820005b0a.parquet,779018,reservoir,60000,7603,15335750771801313828,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-ICMP2_train-fe61766820005b0a.parquet,7603,253207,26f2f9fef9f88808a942538f56b31689cc3f295e0ad72201dd26a2f696da69be,ok,false
TCP_IP-DDoS-ICMP3_train-4fd5fc994ad0ad92,DDoS|DDoS_ICMP,ATTACK,DDoS,DDoS_ICMP,,data/features/v1/train/TCP_IP-DDoS-ICMP3_train-4fd5fc994ad0ad92.parquet,758549,reservoir,60000,7404,3083042500622181073,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-ICMP3_train-4fd5fc994ad0ad92.parquet,7404,234649,3e076771f2c45eacfd86000cc95e5ee2bcd01808c2cb3db852c7fd39926b4d3b,ok,false
TCP_IP-DDoS-ICMP4_train-c9aeedc59b581cd1,DDoS|DDoS_ICMP,ATTACK,DDoS,DDoS_ICMP,,data/features/v1/train/TCP_IP-DDoS-ICMP4_train-c9aeedc59b581cd1.parquet,770663,reservoir,60000,7522,17972611542810063064,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-ICMP4_train-c9aeedc59b581cd1.parquet,7522,239216,67ab32651ec5e1b500486d66e9f5b5bcf44d6de31fe152aaad2128b32d5ecea4,ok,false
TCP_IP-DDoS-ICMP5_train-4724735ee6467501,DDoS|DDoS_ICMP,ATTACK,DDoS,DDoS_ICMP,,data/features/v1/train/TCP_IP-DDoS-ICMP5_train-4724735ee6467501.parquet,779850,reservoir,60000,7611,9769559309769915416,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-ICMP5_train-4724735ee6467501.parquet,7611,241383,dbb4e4c43d932633978b9debf52ab0deeae7d8d27ec8f0bed19eb2a4ba971f1a,ok,false
TCP_IP-DDoS-ICMP6_train-4538ea64f1e348f0,DDoS|DDoS_ICMP,ATTACK,DDoS,DDoS_ICMP,,data/features/v1/train/TCP_IP-DDoS-ICMP6_train-4538ea64f1e348f0.parquet,763199,reservoir,60000,7449,463546964542415692,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-ICMP6_train-4538ea64f1e348f0.parquet,7449,252718,37db09f008ebfe7a93ec46a923ef17e3812641909ad3e5dfb13d110cfb95a09c,ok,false
TCP_IP-DDoS-ICMP7_train-53ea8e2f1c5f3000,DDoS|DDoS_ICMP,ATTACK,DDoS,DDoS_ICMP,,data/features/v1/train/TCP_IP-DDoS-ICMP7_train-53ea8e2f1c5f3000.parquet,743766,reservoir,60000,7259,13616317289203300509,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-ICMP7_train-53ea8e2f1c5f3000.parquet,7259,257783,230b630aa6e26e0050f94c7093530d865fd03b592c02b4efdef09703fc097895,ok,false
TCP_IP-DDoS-ICMP8_train-15c1ca3db9818fb4,DDoS|DDoS_ICMP,ATTACK,DDoS,DDoS_ICMP,,data/features/v1/train/TCP_IP-DDoS-ICMP8_train-15c1ca3db9818fb4.parquet,773061,reservoir,60000,7545,13392954880167641866,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-ICMP8_train-15c1ca3db9818fb4.parquet,7545,262161,b678a963dcb59cdba64547175f5f01a22b2284d16adfae956f3d1c3e1011eef2,ok,false
TCP_IP-DDoS-SYN1_train-9270598c7ec08c19,DDoS|DDoS_SYN,ATTACK,DDoS,DDoS_SYN,,data/features/v1/train/TCP_IP-DDoS-SYN1_train-9270598c7ec08c19.parquet,797279,reservoir,60000,14918,8635526489604565260,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-SYN1_train-9270598c7ec08c19.parquet,14918,518656,a850a35e33e4c0a07a70319fd060a4432f6fdd9c47a475d2b564232a1b69bafc,ok,false
TCP_IP-DDoS-SYN2_train-84f7f6654a0c81a1,DDoS|DDoS_SYN,ATTACK,DDoS,DDoS_SYN,,data/features/v1/train/TCP_IP-DDoS-SYN2_train-84f7f6654a0c81a1.parquet,814389,reservoir,60000,15238,6297361331604851812,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-SYN2_train-84f7f6654a0c81a1.parquet,15238,519793,abf889fe2d9f6bfa7a02b0b5c01f2ce7ab836741f9116fee657ff22bbfe2185b,ok,false
TCP_IP-DDoS-SYN3_train-cb4d02ece5623b20,DDoS|DDoS_SYN,ATTACK,DDoS,DDoS_SYN,,data/features/v1/train/TCP_IP-DDoS-SYN3_train-cb4d02ece5623b20.parquet,807785,reservoir,60000,15115,9519903115145327384,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-SYN3_train-cb4d02ece5623b20.parquet,15115,506061,e33206a46c5080c52b1a67917179c821f60c8bde92f5c400be63f1a38ed62738,ok,false
TCP_IP-DDoS-SYN4_train-1f8cd468774497a0,DDoS|DDoS_SYN,ATTACK,DDoS,DDoS_SYN,,data/features/v1/train/TCP_IP-DDoS-SYN4_train-1f8cd468774497a0.parquet,787191,reservoir,60000,14729,2140362215266228280,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-SYN4_train-1f8cd468774497a0.parquet,14729,525739,18985e3d0567cacbfe250c70db9743383e4b0a92b276e9b860fd385572946fa4,ok,false
TCP_IP-DDoS-UDP1_train-e3823a133c7c569e,DDoS|DDoS_UDP,ATTACK,DDoS,DDoS_UDP,,data/features/v1/train/TCP_IP-DDoS-UDP1_train-e3823a133c7c569e.parquet,824358,reservoir,60000,7561,10669819796975733121,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-UDP1_train-e3823a133c7c569e.parquet,7561,255610,56c95100ba6d3f712855625f61b890f5e20c4a65fd5366f4346109b9d6ff71fb,ok,false
TCP_IP-DDoS-UDP2_train-c29b03842b9c5b00,DDoS|DDoS_UDP,ATTACK,DDoS,DDoS_UDP,,data/features/v1/train/TCP_IP-DDoS-UDP2_train-c29b03842b9c5b00.parquet,828890,reservoir,60000,7603,7460957448153701243,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-UDP2_train-c29b03842b9c5b00.parquet,7603,256532,5a7669d22a193d74143b4eec88a20099869503a391c71b300578257596cd6117,ok,false
TCP_IP-DDoS-UDP3_train-12fd00f6a441a65c,DDoS|DDoS_UDP,ATTACK,DDoS,DDoS_UDP,,data/features/v1/train/TCP_IP-DDoS-UDP3_train-12fd00f6a441a65c.parquet,826055,reservoir,60000,7577,16133356814890689963,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-UDP3_train-12fd00f6a441a65c.parquet,7577,260836,6f91b8215784d2da03bf95517aaf434af641c01d4dcb2aaae3271e58dc0eb530,ok,false
TCP_IP-DDoS-UDP4_train-68f9dab91e62964a,DDoS|DDoS_UDP,ATTACK,DDoS,DDoS_UDP,,data/features/v1/train/TCP_IP-DDoS-UDP4_train-68f9dab91e62964a.parquet,825057,reservoir,60000,7568,11604264655155567033,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-UDP4_train-68f9dab91e62964a.parquet,7568,262029,2aa5a3365b463e69ab7a7442ce12c4ad1dab4d4def4bff457674478f1699a84a,ok,false
TCP_IP-DDoS-UDP5_train-3ef3823976c230ac,DDoS|DDoS_UDP,ATTACK,DDoS,DDoS_UDP,,data/features/v1/train/TCP_IP-DDoS-UDP5_train-3ef3823976c230ac.parquet,821720,reservoir,60000,7537,12176753157973786367,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-UDP5_train-3ef3823976c230ac.parquet,7537,260095,6e52aa653d49ac7b4fb48bb157d04ce904aa7c524460705755629b69d683389c,ok,false
TCP_IP-DDoS-UDP6_train-20f2f44028c0469f,DDoS|DDoS_UDP,ATTACK,DDoS,DDoS_UDP,,data/features/v1/train/TCP_IP-DDoS-UDP6_train-20f2f44028c0469f.parquet,808675,reservoir,60000,7418,7672509738673471827,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-UDP6_train-20f2f44028c0469f.parquet,7418,260785,d63a3138e1c497cd4d18ad1f27210adc17faf23f9a65ec588df9baf1312a70f5,ok,false
TCP_IP-DDoS-UDP7_train-3cc1cec95e30615c,DDoS|DDoS_UDP,ATTACK,DDoS,DDoS_UDP,,data/features/v1/train/TCP_IP-DDoS-UDP7_train-3cc1cec95e30615c.parquet,790422,reservoir,60000,7250,1133986424957096544,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-UDP7_train-3cc1cec95e30615c.parquet,7250,257027,ea436288d8214f53e2f75cca1369bb3549f87f2cac157f9bd9ed4df507bfe99e,ok,false
TCP_IP-DDoS-UDP8_train-214596633bc14c17,DDoS|DDoS_UDP,ATTACK,DDoS,DDoS_UDP,,data/features/v1/train/TCP_IP-DDoS-UDP8_train-214596633bc14c17.parquet,816104,reservoir,60000,7486,12813820937580444445,data/modeling/v1/views/group_balanced/fit/TCP_IP-DDoS-UDP8_train-214596633bc14c17.parquet,7486,253173,c7c2bacf9baf300d5acd7b06518e0e3a8697565bd9f472e8497228f18ab82d36,ok,false
TCP_IP-DoS-ICMP1_train-bb42fe5d34df6405,DoS|DoS_ICMP,ATTACK,DoS,DoS_ICMP,,data/features/v1/train/TCP_IP-DoS-ICMP1_train-bb42fe5d34df6405.parquet,417851,reservoir,60000,15063,15290790607550241575,data/modeling/v1/views/group_balanced/fit/TCP_IP-DoS-ICMP1_train-bb42fe5d34df6405.parquet,15063,526270,8bc6e73a8383acbeaafac7cf24026aed27ed6de20a1f9e3a94e604f34c51003a,ok,false
TCP_IP-DoS-ICMP2_train-705c10e1a9476694,DoS|DoS_ICMP,ATTACK,DoS,DoS_ICMP,,data/features/v1/train/TCP_IP-DoS-ICMP2_train-705c10e1a9476694.parquet,387752,reservoir,60000,13978,7397671308195350521,data/modeling/v1/views/group_balanced/fit/TCP_IP-DoS-ICMP2_train-705c10e1a9476694.parquet,13978,505454,cbcf50ae0481819b1f06874070aad92d7e4e6ada974708560f6d7c99491b42d8,ok,false
TCP_IP-DoS-ICMP3_train-7b8e8c5c841bcd62,DoS|DoS_ICMP,ATTACK,DoS,DoS_ICMP,,data/features/v1/train/TCP_IP-DoS-ICMP3_train-7b8e8c5c841bcd62.parquet,434529,reservoir,60000,15664,12322463899579666709,data/modeling/v1/views/group_balanced/fit/TCP_IP-DoS-ICMP3_train-7b8e8c5c841bcd62.parquet,15664,531256,625da6e47827de5683305b60e14f154d910da630244c6a09c8525c7aa1e48589,ok,false
TCP_IP-DoS-ICMP4_train-2063df179b821a12,DoS|DoS_ICMP,ATTACK,DoS,DoS_ICMP,,data/features/v1/train/TCP_IP-DoS-ICMP4_train-2063df179b821a12.parquet,424302,reservoir,60000,15295,6303541172384757512,data/modeling/v1/views/group_balanced/fit/TCP_IP-DoS-ICMP4_train-2063df179b821a12.parquet,15295,540657,c76e69f17f738090ccf2a6eec5c7893c643f7e2ce22fa83c0db95b5d338fa305,ok,false
TCP_IP-DoS-SYN1_train-39759543872c0660,DoS|DoS_SYN,ATTACK,DoS,DoS_SYN,,data/features/v1/train/TCP_IP-DoS-SYN1_train-39759543872c0660.parquet,445545,reservoir,60000,15129,16499617025224165681,data/modeling/v1/views/group_balanced/fit/TCP_IP-DoS-SYN1_train-39759543872c0660.parquet,15129,602940,e38fe9b94bd4535842fa89d4d51e1d7a76fd20148d5fb3f75aa3be801b636f42,ok,false
TCP_IP-DoS-SYN2_train-143bfea32194d333,DoS|DoS_SYN,ATTACK,DoS,DoS_SYN,,data/features/v1/train/TCP_IP-DoS-SYN2_train-143bfea32194d333.parquet,446432,reservoir,60000,15160,16819426246667183641,data/modeling/v1/views/group_balanced/fit/TCP_IP-DoS-SYN2_train-143bfea32194d333.parquet,15160,565449,e0c264d6e46964818f6780a26fc8260d48230778417a47c05d5cc27d1c91c42d,ok,false
TCP_IP-DoS-SYN3_train-d7c95d3330c6de73,DoS|DoS_SYN,ATTACK,DoS,DoS_SYN,,data/features/v1/train/TCP_IP-DoS-SYN3_train-d7c95d3330c6de73.parquet,432548,reservoir,60000,14688,18061706800474722547,data/modeling/v1/views/group_balanced/fit/TCP_IP-DoS-SYN3_train-d7c95d3330c6de73.parquet,14688,545611,2f12cf511e942d5a6e1ee916ca6bdb010720a1e3bf528497a345ab3a7bb58276,ok,false
