group,feature,scope,window_count,nonzero_count,nonzero_rate,mean,p50,p95,p99,max
mqtt_malformed,mqtt_incomplete_ratio,all_windows,2053,3,0.0014612761811982464,6.299760735895854e-05,0.0,0.0,0.0,0.05263157894736842
mqtt_malformed,mqtt_incomplete_ratio,windows_with_mqtt,902,3,0.0033259423503325942,0.00014338590677155422,0.0,0.0,0.0,0.05263157894736842
mqtt_malformed,mqtt_invalid_fixed_header_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,mqtt_invalid_fixed_header_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,mqtt_invalid_remaining_length_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,mqtt_invalid_remaining_length_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,mqtt_publish_count,all_windows,2053,864,0.42084754018509496,5.795908426692645,0.0,26.0,36.0,60.0
mqtt_malformed,mqtt_publish_count,windows_with_mqtt,902,864,0.9578713968957872,13.19179600886918,12.0,30.949999999999932,43.99000000000001,60.0
mqtt_malformed,mqtt_invalid_publish_qos_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,mqtt_invalid_publish_qos_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,mqtt_publish_wildcard_topic_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,mqtt_publish_wildcard_topic_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,mqtt_invalid_publish_topic_count,all_windows,2053,1,0.0004870920603994155,0.0004870920603994155,0.0,0.0,0.0,1.0
mqtt_malformed,mqtt_invalid_publish_topic_count,windows_with_mqtt,902,1,0.0011086474501108647,0.0011086474501108647,0.0,0.0,0.0,1.0
mqtt_malformed,mqtt_connect_count,all_windows,2053,289,0.14076960545543107,0.2830004870920604,0.0,2.0,3.0,3.0
mqtt_malformed,mqtt_connect_count,windows_with_mqtt,902,289,0.3203991130820399,0.6441241685144125,0.0,3.0,3.0,3.0
mqtt_malformed,mqtt_invalid_connect_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,mqtt_invalid_connect_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,mqtt_control_packet_count,all_windows,120860,96895,0.8017127254674831,14.017425119973524,14.0,39.0,51.0,116.0
profiling benign,mqtt_control_packet_count,windows_with_mqtt,96895,96895,1.0,17.48434903761804,16.0,40.0,54.0,116.0
profiling benign,mqtt_control_packets_per_frame,all_windows,120860,96895,0.8017127254674831,0.5606970047988945,0.56,1.56,2.04,4.64
profiling benign,mqtt_control_packets_per_frame,windows_with_mqtt,96895,96895,1.0,0.6993739615046638,0.64,1.6,2.16,4.64
profiling benign,mqtt_frame_count,all_windows,120860,96895,0.8017127254674831,8.905626344530862,11.0,15.0,18.0,25.0
profiling benign,mqtt_frame_count,windows_with_mqtt,96895,96895,1.0,11.10825119975231,12.0,15.0,19.0,25.0
profiling benign,mqtt_frame_ratio,all_windows,120860,96895,0.8017127254674831,0.3562250537812498,0.44,0.6,0.72,1.0
profiling benign,mqtt_frame_ratio,windows_with_mqtt,96895,96895,1.0,0.44433004799011144,0.48,0.6,0.76,1.0
profiling benign,mqtt_valid_count,all_windows,120860,96890,0.8016713552871091,14.013685255667715,14.0,39.0,51.0,116.0
profiling benign,mqtt_valid_count,windows_with_mqtt,96895,96890,0.9999483977501419,17.479684194230867,16.0,40.0,54.0,116.0
profiling benign,mqtt_invalid_count,all_windows,120860,48,0.0003971537315902697,0.0028793645540294557,0.0,0.0,0.0,18.0
profiling benign,mqtt_invalid_count,windows_with_mqtt,96895,48,0.0004953815986377006,0.0035915165901233294,0.0,0.0,0.0,18.0
profiling benign,mqtt_incomplete_count,all_windows,120860,67,0.0005543604170114182,0.0008604997517789178,0.0,0.0,0.0,3.0
profiling benign,mqtt_incomplete_count,windows_with_mqtt,96895,67,0.0006914701480984571,0.0010733267970483512,0.0,0.0,0.0,3.0
profiling benign,mqtt_invalid_ratio,all_windows,120860,48,0.0003971537315902697,0.0001070232402256984,0.0,0.0,0.0,0.9411764705882353
profiling benign,mqtt_invalid_ratio,windows_with_mqtt,96895,48,0.0004953815986377006,0.0001334932536630157,0.0,0.0,0.0,0.9411764705882353
profiling benign,mqtt_incomplete_ratio,all_windows,120860,67,0.0005543604170114182,6.282428828000174e-05,0.0,0.0,0.0,1.0
profiling benign,mqtt_incomplete_ratio,windows_with_mqtt,96895,67,0.0006914701480984571,7.836259333836639e-05,0.0,0.0,0.0,1.0
profiling benign,mqtt_invalid_fixed_header_count,all_windows,120860,44,0.0003640575872910806,0.0021595234155220916,0.0,0.0,0.0,14.0
profiling benign,mqtt_invalid_fixed_header_count,windows_with_mqtt,96895,44,0.00045409979875122555,0.002693637442592497,0.0,0.0,0.0,14.0
profiling benign,mqtt_invalid_remaining_length_count,all_windows,120860,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,mqtt_invalid_remaining_length_count,windows_with_mqtt,96895,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,mqtt_publish_count,all_windows,120860,92433,0.7647939765017375,13.066812841303989,14.0,39.0,51.0,116.0
profiling benign,mqtt_publish_count,windows_with_mqtt,96895,92433,0.953950152226637,16.298622219928788,15.0,40.0,53.0,116.0
profiling benign,mqtt_invalid_publish_qos_count,all_windows,120860,5,4.137018037398643e-05,4.137018037398643e-05,0.0,0.0,0.0,1.0
profiling benign,mqtt_invalid_publish_qos_count,windows_with_mqtt,96895,5,5.1602249858093815e-05,5.1602249858093815e-05,0.0,0.0,0.0,1.0
profiling benign,mqtt_publish_wildcard_topic_count,all_windows,120860,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,mqtt_publish_wildcard_topic_count,windows_with_mqtt,96895,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,mqtt_invalid_publish_topic_count,all_windows,120860,37,0.00030613933476749956,0.0007198411385073639,0.0,0.0,0.0,6.0
profiling benign,mqtt_invalid_publish_topic_count,windows_with_mqtt,96895,37,0.0003818566489498942,0.0008978791475308324,0.0,0.0,0.0,6.0
profiling benign,mqtt_connect_count,all_windows,120860,297,0.002457388714214794,0.0025235810028131724,0.0,0.0,0.0,2.0
profiling benign,mqtt_connect_count,windows_with_mqtt,96895,297,0.0030651736415707727,0.0031477372413437226,0.0,0.0,0.0,2.0
profiling benign,mqtt_invalid_connect_count,all_windows,120860,5,4.137018037398643e-05,4.137018037398643e-05,0.0,0.0,0.0,1.0
profiling benign,mqtt_invalid_connect_count,windows_with_mqtt,96895,5,5.1602249858093815e-05,5.1602249858093815e-05,0.0,0.0,0.0,1.0
publisher benign,mqtt_control_packet_count,all_windows,77427,68850,0.8892246890619552,12.443204566882354,14.0,21.0,27.0,55.0
publisher benign,mqtt_control_packet_count,windows_with_mqtt,68850,68850,1.0,13.993318809005084,14.0,22.0,27.0,55.0
publisher benign,mqtt_control_packets_per_frame,all_windows,77427,68850,0.8892246890619552,0.49772818267516444,0.56,0.84,1.08,2.2
publisher benign,mqtt_control_packets_per_frame,windows_with_mqtt,68850,68850,1.0,0.5597327523600575,0.56,0.88,1.08,2.2
publisher benign,mqtt_frame_count,all_windows,77427,68850,0.8892246890619552,9.652201428442275,11.0,14.0,19.0,25.0
publisher benign,mqtt_frame_count,windows_with_mqtt,68850,68850,1.0,10.854625998547567,11.0,15.0,19.0,25.0
publisher benign,mqtt_frame_ratio,all_windows,77427,68850,0.8892246890619552,0.3860880571375487,0.44,0.56,0.76,1.0
publisher benign,mqtt_frame_ratio,windows_with_mqtt,68850,68850,1.0,0.4341850399417427,0.44,0.6,0.76,1.0
publisher benign,mqtt_valid_count,all_windows,77427,68850,0.8892246890619552,12.439575341934983,14.0,21.0,27.0,55.0
publisher benign,mqtt_valid_count,windows_with_mqtt,68850,68850,1.0,13.989237472766884,14.0,22.0,27.0,55.0
publisher benign,mqtt_invalid_count,all_windows,77427,30,0.00038746173815335736,0.002854301471063066,0.0,0.0,0.0,18.0
publisher benign,mqtt_invalid_count,windows_with_mqtt,68850,30,0.00043572984749455336,0.0032098765432098763,0.0,0.0,0.0,18.0
publisher benign,mqtt_incomplete_count,all_windows,77427,41,0.0005295310421429217,0.0007749234763067147,0.0,0.0,0.0,3.0
publisher benign,mqtt_incomplete_count,windows_with_mqtt,68850,41,0.0005954974582425563,0.0008714596949891067,0.0,0.0,0.0,3.0
publisher benign,mqtt_invalid_ratio,all_windows,77427,30,0.00038746173815335736,9.95081985388344e-05,0.0,0.0,0.0,0.5625
publisher benign,mqtt_invalid_ratio,windows_with_mqtt,68850,30,0.00043572984749455336,0.00011190444863131926,0.0,0.0,0.0,0.5625
publisher benign,mqtt_incomplete_ratio,all_windows,77427,41,0.0005295310421429217,3.2052683261942654e-05,0.0,0.0,0.0,0.2
publisher benign,mqtt_incomplete_ratio,windows_with_mqtt,68850,41,0.0005954974582425563,3.604565151666571e-05,0.0,0.0,0.0,0.2
publisher benign,mqtt_invalid_fixed_header_count,all_windows,77427,29,0.00037454634688157876,0.002324770428920144,0.0,0.0,0.0,17.0
publisher benign,mqtt_invalid_fixed_header_count,windows_with_mqtt,68850,29,0.00042120551924473495,0.00261437908496732,0.0,0.0,0.0,17.0
publisher benign,mqtt_invalid_remaining_length_count,all_windows,77427,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,mqtt_invalid_remaining_length_count,windows_with_mqtt,68850,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,mqtt_publish_count,all_windows,77427,66679,0.8611853746109238,11.396618750565048,13.0,20.0,27.0,55.0
publisher benign,mqtt_publish_count,windows_with_mqtt,68850,66679,0.9684676833696442,12.816354393609295,14.0,21.0,27.0,55.0
publisher benign,mqtt_invalid_publish_qos_count,all_windows,77427,3,3.874617381533573e-05,3.874617381533573e-05,0.0,0.0,0.0,1.0
publisher benign,mqtt_invalid_publish_qos_count,windows_with_mqtt,68850,3,4.3572984749455335e-05,4.3572984749455335e-05,0.0,0.0,0.0,1.0
publisher benign,mqtt_publish_wildcard_topic_count,all_windows,77427,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,mqtt_publish_wildcard_topic_count,windows_with_mqtt,68850,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,mqtt_invalid_publish_topic_count,all_windows,77427,22,0.0002841386079791287,0.0005295310421429217,0.0,0.0,0.0,4.0
publisher benign,mqtt_invalid_publish_topic_count,windows_with_mqtt,68850,22,0.0003195352214960058,0.0005954974582425563,0.0,0.0,0.0,4.0
publisher benign,mqtt_connect_count,all_windows,77427,48,0.0006199387810453717,0.0009299081715680576,0.0,0.0,0.0,9.0
publisher benign,mqtt_connect_count,windows_with_mqtt,68850,48,0.0006971677559912854,0.0010457516339869282,0.0,0.0,0.0,9.0
publisher benign,mqtt_invalid_connect_count,all_windows,77427,2,2.5830782543557157e-05,2.5830782543557157e-05,0.0,0.0,0.0,1.0
publisher benign,mqtt_invalid_connect_count,windows_with_mqtt,68850,2,2.9048656499636893e-05,2.9048656499636893e-05,0.0,0.0,0.0,1.0
