group,pcap_path,pcap_id,feature,scope,window_count,nonzero_count,nonzero_rate,mean,p50,p95,p99,max
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_incomplete_count,all_windows,41622,67,0.0016097256258709336,0.002498678583441449,0.0,0.0,0.0,3.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_incomplete_count,windows_with_mqtt,17749,67,0.0037748605555242547,0.005859485041410784,0.0,0.0,0.0,3.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_ratio,all_windows,41622,48,0.001153236269280669,0.0003107690359347919,0.0,0.0,0.0,0.9411764705882353
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_ratio,windows_with_mqtt,17749,48,0.002704377711420362,0.0007287638071822586,0.0,0.0,0.0,0.9411764705882353
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_incomplete_ratio,all_windows,41622,67,0.0016097256258709336,0.00018242620444767216,0.0,0.0,0.0,1.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_incomplete_ratio,windows_with_mqtt,17749,67,0.0037748605555242547,0.00042779556490624886,0.0,0.0,0.0,1.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_fixed_header_count,all_windows,41622,44,0.001057133246840613,0.006270722214213637,0.0,0.0,0.0,14.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_fixed_header_count,windows_with_mqtt,17749,44,0.0024790129021353318,0.014705053805848217,0.0,0.0,0.0,14.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_remaining_length_count,all_windows,41622,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_remaining_length_count,windows_with_mqtt,17749,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_publish_count,all_windows,41622,16440,0.3949834222286291,11.919970208063043,0.0,48.0,60.0,116.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_publish_count,windows_with_mqtt,17749,16440,0.9262493661614739,27.952729731252465,31.0,55.0,65.0,116.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_publish_qos_count,all_windows,41622,5,0.00012012877805006967,0.00012012877805006967,0.0,0.0,0.0,1.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_publish_qos_count,windows_with_mqtt,17749,5,0.00028170601160628766,0.00028170601160628766,0.0,0.0,0.0,1.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_publish_wildcard_topic_count,all_windows,41622,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_publish_wildcard_topic_count,windows_with_mqtt,17749,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_publish_topic_count,all_windows,41622,37,0.0008889529575705155,0.0020902407380712124,0.0,0.0,0.0,6.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_publish_topic_count,windows_with_mqtt,17749,37,0.0020846244858865287,0.004901684601949406,0.0,0.0,0.0,6.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_connect_count,all_windows,41622,297,0.0071356494161741385,0.00732785546105425,0.0,0.0,0.0,2.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_connect_count,windows_with_mqtt,17749,297,0.016733337089413488,0.017184066707983548,0.0,0.0,1.0,2.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_connect_count,all_windows,41622,5,0.00012012877805006967,0.00012012877805006967,0.0,0.0,0.0,1.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_connect_count,windows_with_mqtt,17749,5,0.00028170601160628766,0.00028170601160628766,0.0,0.0,0.0,1.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_control_packet_count,all_windows,79238,79146,0.9988389409121886,14.978444685630631,15.0,19.0,23.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_control_packet_count,windows_with_mqtt,79146,79146,1.0,14.995855760240568,15.0,19.0,23.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_control_packets_per_frame,all_windows,79238,79146,0.9988389409121886,0.5991377874251643,0.6,0.76,0.92,1.16
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_control_packets_per_frame,windows_with_mqtt,79146,79146,1.0,0.5998342304095617,0.6,0.76,0.9199999999999999,1.16
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_frame_count,all_windows,79238,79146,0.9988389409121886,12.182627022388248,12.0,16.0,20.0,25.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_frame_count,windows_with_mqtt,79146,79146,1.0,12.19678821418644,12.0,16.0,20.0,25.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_frame_ratio,all_windows,79238,79146,0.9988389409121886,0.4873050808955505,0.48,0.64,0.8,1.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_frame_ratio,windows_with_mqtt,79146,79146,1.0,0.48787152856747823,0.48,0.64,0.8,1.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_valid_count,all_windows,79238,79146,0.9988389409121886,14.978444685630631,15.0,19.0,23.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_valid_count,windows_with_mqtt,79146,79146,1.0,14.995855760240568,15.0,19.0,23.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_incomplete_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_incomplete_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_ratio,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_ratio,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_incomplete_ratio,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_incomplete_ratio,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_fixed_header_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_fixed_header_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_remaining_length_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_remaining_length_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_publish_count,all_windows,79238,75993,0.9590474267396956,13.669224362048512,15.0,19.0,22.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_publish_count,windows_with_mqtt,79146,75993,0.9601622318247289,13.685113587547065,15.0,19.0,22.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_publish_qos_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_publish_qos_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_publish_wildcard_topic_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_publish_wildcard_topic_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_publish_topic_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_publish_topic_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_connect_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_connect_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_connect_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_connect_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_control_packet_count,all_windows,77427,68850,0.8892246890619552,12.443204566882354,14.0,21.0,27.0,55.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_control_packet_count,windows_with_mqtt,68850,68850,1.0,13.993318809005084,14.0,22.0,27.0,55.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_control_packets_per_frame,all_windows,77427,68850,0.8892246890619552,0.49772818267516444,0.56,0.84,1.08,2.2
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_control_packets_per_frame,windows_with_mqtt,68850,68850,1.0,0.5597327523600575,0.56,0.88,1.08,2.2
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_frame_count,all_windows,77427,68850,0.8892246890619552,9.652201428442275,11.0,14.0,19.0,25.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_frame_count,windows_with_mqtt,68850,68850,1.0,10.854625998547567,11.0,15.0,19.0,25.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_frame_ratio,all_windows,77427,68850,0.8892246890619552,0.3860880571375487,0.44,0.56,0.76,1.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_frame_ratio,windows_with_mqtt,68850,68850,1.0,0.4341850399417427,0.44,0.6,0.76,1.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_valid_count,all_windows,77427,68850,0.8892246890619552,12.439575341934983,14.0,21.0,27.0,55.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_valid_count,windows_with_mqtt,68850,68850,1.0,13.989237472766884,14.0,22.0,27.0,55.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_count,all_windows,77427,30,0.00038746173815335736,0.002854301471063066,0.0,0.0,0.0,18.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_count,windows_with_mqtt,68850,30,0.00043572984749455336,0.0032098765432098763,0.0,0.0,0.0,18.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_incomplete_count,all_windows,77427,41,0.0005295310421429217,0.0007749234763067147,0.0,0.0,0.0,3.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_incomplete_count,windows_with_mqtt,68850,41,0.0005954974582425563,0.0008714596949891067,0.0,0.0,0.0,3.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_ratio,all_windows,77427,30,0.00038746173815335736,9.95081985388344e-05,0.0,0.0,0.0,0.5625
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_ratio,windows_with_mqtt,68850,30,0.00043572984749455336,0.00011190444863131926,0.0,0.0,0.0,0.5625
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_incomplete_ratio,all_windows,77427,41,0.0005295310421429217,3.2052683261942654e-05,0.0,0.0,0.0,0.2
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_incomplete_ratio,windows_with_mqtt,68850,41,0.0005954974582425563,3.604565151666571e-05,0.0,0.0,0.0,0.2
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_fixed_header_count,all_windows,77427,29,0.00037454634688157876,0.002324770428920144,0.0,0.0,0.0,17.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_fixed_header_count,windows_with_mqtt,68850,29,0.00042120551924473495,0.00261437908496732,0.0,0.0,0.0,17.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_remaining_length_count,all_windows,77427,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_remaining_length_count,windows_with_mqtt,68850,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_publish_count,all_windows,77427,66679,0.8611853746109238,11.396618750565048,13.0,20.0,27.0,55.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_publish_count,windows_with_mqtt,68850,66679,0.9684676833696442,12.816354393609295,14.0,21.0,27.0,55.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_publish_qos_count,all_windows,77427,3,3.874617381533573e-05,3.874617381533573e-05,0.0,0.0,0.0,1.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_publish_qos_count,windows_with_mqtt,68850,3,4.3572984749455335e-05,4.3572984749455335e-05,0.0,0.0,0.0,1.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_publish_wildcard_topic_count,all_windows,77427,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_publish_wildcard_topic_count,windows_with_mqtt,68850,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_publish_topic_count,all_windows,77427,22,0.0002841386079791287,0.0005295310421429217,0.0,0.0,0.0,4.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_publish_topic_count,windows_with_mqtt,68850,22,0.0003195352214960058,0.0005954974582425563,0.0,0.0,0.0,4.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_connect_count,all_windows,77427,48,0.0006199387810453717,0.0009299081715680576,0.0,0.0,0.0,9.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_connect_count,windows_with_mqtt,68850,48,0.0006971677559912854,0.0010457516339869282,0.0,0.0,0.0,9.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_connect_count,all_windows,77427,2,2.5830782543557157e-05,2.5830782543557157e-05,0.0,0.0,0.0,1.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_connect_count,windows_with_mqtt,68850,2,2.9048656499636893e-05,2.9048656499636893e-05,0.0,0.0,0.0,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_control_packet_count,all_windows,2053,902,0.4393570384802728,6.647832440331222,0.0,26.399999999999864,36.960000000000036,62.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_control_packet_count,windows_with_mqtt,902,902,1.0,15.130820399113082,13.0,32.0,44.0,62.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_control_packets_per_frame,all_windows,2053,902,0.4393570384802728,0.26591329761324883,0.0,1.0559999999999945,1.4784000000000015,2.48
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_control_packets_per_frame,windows_with_mqtt,902,902,1.0,0.6052328159645232,0.52,1.28,1.76,2.48
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_frame_count,all_windows,2053,902,0.4393570384802728,3.5776911836337066,0.0,13.0,15.0,25.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_frame_count,windows_with_mqtt,902,902,1.0,8.143015521064301,8.0,14.0,16.0,25.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_frame_ratio,all_windows,2053,902,0.4393570384802728,0.14310764734534823,0.0,0.52,0.6,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_frame_ratio,windows_with_mqtt,902,902,1.0,0.325720620842572,0.32,0.56,0.64,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_valid_count,all_windows,2053,902,0.4393570384802728,6.644422795908427,0.0,26.399999999999864,36.0,60.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_valid_count,windows_with_mqtt,902,902,1.0,15.123059866962306,13.0,32.0,43.99000000000001,60.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_count,all_windows,2053,1,0.0004870920603994155,0.0004870920603994155,0.0,0.0,0.0,1.0
