group,group_kind,feature_name,pcap_count,row_count,nonfinite_count,zero_count,nonzero_count,min,max,mean,std,p01,p50,p95,p99,p99_9,percentile_method,percentile_sample_size,is_constant
DDoS,other,arp_ratio,24,19112074,0,19092402,19672,0.0,0.72,6.920023436493599e-05,0.0031436694080786195,0.0,0.0,0.0,0.0,0.04,bounded_sample,200000,false
DDoS,other,llc_ratio,24,19112074,0,19111824,250,0.0,0.48,6.508974379232731e-07,0.00024224985373775,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DDoS,other,other_protocol_ratio,24,19112074,0,19112018,56,0.0,0.04,1.1720339718232566e-07,6.84698630833794e-05,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DDoS,other,tcp_ratio,24,19112074,0,12565876,6546198,0.0,1.0,0.3370490947240994,0.47174941629094586,0.0,0.0,1.0,1.0,1.0,bounded_sample,200000,false
DDoS,other,udp_ratio,24,19112074,0,12405231,6706843,0.0,1.0,0.3413937388480184,0.4727520966371447,0.0,0.0,1.0,1.0,1.0,bounded_sample,200000,false
DDoS,other,icmp_ratio,24,19112074,0,12857060,6255014,0.0,1.0,0.32148669160657317,0.4656930984749391,0.0,1.0,1.0,1.0,1.0,bounded_sample,200000,false
DDoS,other,icmpv6_ratio,24,19112074,0,19111925,149,0.0,0.2,3.8091104084255855e-07,0.0001547347233715905,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DDoS,other,igmp_ratio,24,19112074,0,19112033,41,0.0,0.2,1.2557506840963455e-07,0.0001018864885682362,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DDoS,other,tcp_syn_ratio,24,19112074,0,16020676,3091398,0.0,1.0,0.14131846461001074,0.335258718243674,0.0,0.0,1.0,1.0,1.0,bounded_sample,200000,false
DDoS,other,tcp_ack_ratio,24,19112074,0,18015965,1096109,0.0,1.0,0.0390538305252576,0.17898310984306745,0.0,0.0,0.0,1.0,1.0,bounded_sample,200000,false
DDoS,other,tcp_fin_ratio,24,19112074,0,19110279,1795,0.0,1.0,3.323143139620771e-05,0.005207276141919807,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DDoS,other,tcp_rst_ratio,24,19112074,0,18017412,1094662,0.0,1.0,0.026589569090440964,0.13043802390651327,0.0,0.0,0.0,0.52,1.0,bounded_sample,200000,false
DDoS,other,tcp_psh_ratio,24,19112074,0,19040371,71703,0.0,1.0,0.0014971516779436849,0.03221249323233182,0.0,0.0,0.0,0.0,0.5000238095242475,bounded_sample,200000,false
DDoS,other,tcp_urg_ratio,24,19112074,0,19112074,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,true
DDoS,other,unique_ip_count,24,19112074,0,0,19112074,2.0,26.0,2.784942283082414,0.7230599791844804,2.0,3.0,4.0,4.0,6.0,bounded_sample,200000,false
DDoS,other,unique_port_count,24,19112074,0,5997378,13114696,0.0,46.0,10.066974730215042,11.455970760170645,0.0,0.0,26.0,26.0,27.0,bounded_sample,200000,false
DoS,other,window_span_seconds,16,7219182,0,30158,7189024,0.0,2.0119709968566895,0.0021378539986304864,0.027607671979006303,3.3855438232421875e-05,0.0005741119384765625,0.0032711029052734375,0.006240136623382575,0.03551305627823119,bounded_sample,200000,false
DoS,other,iat_mean_seconds,16,7219182,0,30158,7189024,0.0,0.08383212486902873,8.907953963849646e-05,0.0011503198301984245,1.4106432596842449e-06,2.3871660232543945e-05,0.00013666351636250815,0.0002607508500417078,0.0013523019353550824,bounded_sample,200000,false
DoS,other,iat_std_seconds,16,7219182,0,30158,7189024,0.0,0.2776850339793014,0.0003047297771523766,0.0035785113346286125,3.970050305164882e-06,6.755966101039728e-05,0.0005495610452401766,0.0010764624307356978,0.005230241039347642,bounded_sample,200000,false
DoS,other,iat_p50_seconds,16,7219182,0,2629118,4590064,0.0,0.03763854503631592,1.9491129895996965e-06,9.222559480937076e-05,0.0,0.0,1.9073486328125e-06,2.86102294921875e-06,3.0994415283203125e-05,bounded_sample,200000,false
DoS,other,iat_p95_seconds,16,7219182,0,78144,7141038,0.0,0.8509221911430338,0.0003416151684365953,0.008116917223535247,3.0994415283203125e-06,6.141662597656245e-05,0.0004916131496429421,0.001247406721115111,0.004385338664055061,bounded_sample,200000,false
DoS,other,frame_length_mean,16,7219182,0,0,7219182,53.52,1514.0,64.740044049312,61.601255715161024,60.0,60.0,66.56,84.72040000000037,727.52,bounded_sample,200000,false
DoS,other,frame_length_std,16,7219182,0,6728322,490860,0.0,726.4181671737018,5.494576717534781,48.56230967805865,0.0,0.0,32.13730542531528,115.22530273919503,608.3959102960608,bounded_sample,200000,false
DoS,other,frame_length_min,16,7219182,0,0,7219182,42.0,1514.0,60.986772185546805,36.96676691626147,60.0,60.0,60.0,60.0,60.0,bounded_sample,200000,false
DoS,other,frame_length_max,16,7219182,0,0,7219182,60.0,1514.0,78.76435169524747,135.9094639767208,60.0,60.0,224.0,644.0,1494.0,bounded_sample,200000,false
DoS,other,ipv4_ratio,16,7219182,0,0,7219182,0.28,1.0,0.9999081280953994,0.003378168501648696,1.0,1.0,1.0,1.0,1.0,bounded_sample,200000,false
DoS,other,ipv6_ratio,16,7219182,0,7217597,1585,0.0,0.32,9.735174982428757e-06,0.0007233103121524352,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DoS,other,arp_ratio,16,7219182,0,7210631,8551,0.0,0.72,7.995919759330074e-05,0.00322687730092107,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DoS,other,llc_ratio,16,7219182,0,7218909,273,0.0,0.68,1.8949515332900594e-06,0.00045788650612474987,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DoS,other,other_protocol_ratio,16,7219182,0,7219131,51,0.0,0.04,2.825804918064124e-07,0.00010631622557503698,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DoS,other,tcp_ratio,16,7219182,0,3844762,3374420,0.0,1.0,0.45769179389022213,0.4960616277042581,0.0,0.0,1.0,1.0,1.0,bounded_sample,200000,false
DoS,other,udp_ratio,16,7219182,0,4752167,2467015,0.0,1.0,0.31165070502447506,0.4594573391669014,0.0,0.0,1.0,1.0,1.0,bounded_sample,200000,false
DoS,other,icmp_ratio,16,7219182,0,5497361,1721821,0.0,1.0,0.2305732200684231,0.41861983006421327,0.0,1.0,1.0,1.0,1.0,bounded_sample,200000,false
DoS,other,icmpv6_ratio,16,7219182,0,7218973,209,0.0,0.2,1.4461472227739929e-06,0.0003047320386459832,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DoS,other,igmp_ratio,16,7219182,0,7219092,90,0.0,0.2,6.981400385805486e-07,0.00022966904682829347,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DoS,other,tcp_syn_ratio,16,7219182,0,5507071,1712111,0.0,1.0,0.20876548013568755,0.3882974004709354,0.0,0.0,0.6,1.0,1.0,bounded_sample,200000,false
DoS,other,tcp_ack_ratio,16,7219182,0,6555578,663604,0.0,1.0,0.0508716305965251,0.19175690465077025,0.0,0.0,0.0,1.0,1.0,bounded_sample,200000,false
DoS,other,tcp_fin_ratio,16,7219182,0,7217124,2058,0.0,1.0,9.56691751182945e-05,0.008758945502398714,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
DoS,other,tcp_rst_ratio,16,7219182,0,6621876,597306,0.0,1.0,0.0345599857092177,0.13971270614632533,0.0,0.0,0.0,0.4,1.0,bounded_sample,200000,false
DoS,other,tcp_psh_ratio,16,7219182,0,7160042,59140,0.0,1.0,0.0032758157482238323,0.04728669308322628,0.0,0.0,0.0,0.0,1.0,bounded_sample,200000,false
DoS,other,tcp_urg_ratio,16,7219182,0,7219182,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,true
DoS,other,unique_ip_count,16,7219182,0,0,7219182,2.0,24.0,2.096585735059735,0.4922757789165305,2.0,2.0,3.0,3.0,7.0,bounded_sample,200000,false
DoS,other,unique_port_count,16,7219182,0,1554793,5664389,0.0,30.0,12.533587184808475,12.315697586527925,0.0,0.0,26.0,26.0,27.0,bounded_sample,200000,false
MQTT,other,window_span_seconds,5,1032401,0,3747,1028654,0.0,2.000307083129883,0.0022885821841084073,0.02249194951267223,1.5974044799804688e-05,0.00044918060302734375,0.002794981002807617,0.005633831024169922,0.017363816022873464,bounded_sample,200000,false
MQTT,other,iat_mean_seconds,5,1032401,0,3749,1028652,0.0,0.08334612846374512,9.536665147138946e-05,0.0009371639645616607,7.549921671549479e-07,1.874566078186035e-05,0.00011620918909708659,0.00023449500401814813,0.0007039252916972648,bounded_sample,200000,false
MQTT,other,iat_std_seconds,5,1032401,0,3749,1028652,0.0,0.22457790898427873,0.00028351478207776345,0.0027351268222234703,2.1687922163474047e-06,5.169499488302303e-05,0.0004347366361636317,0.0008851906617890419,0.0022804890986707228,bounded_sample,200000,false
MQTT,other,iat_p50_seconds,5,1032401,0,441057,591344,0.0,0.030171871185302734,5.333481147592885e-06,7.033097318992281e-05,0.0,9.5367431640625e-07,2.86102294921875e-06,4.0531158447265625e-06,0.00011110341548920336,bounded_sample,200000,false
MQTT,other,iat_p95_seconds,5,1032401,0,40355,992046,0.0,0.6210458159446707,0.0004126512880786843,0.004516528984447748,0.0,7.293224334716795e-05,0.00042724788188934184,0.0012818815708160374,0.0037528923034671037,bounded_sample,200000,false
MQTT,other,frame_length_mean,5,1032401,0,0,1032401,58.56,1514.0,154.55338826676842,216.489946582704,62.16,68.68,73.68,222.96,1172.2410000000184,bounded_sample,200000,false
MQTT,other,frame_length_std,5,1032401,0,36578,995823,0.0,726.4181671737018,85.59553697025369,180.77953123038492,1.5999999999999994,5.830403073544744,8.653323061113573,247.18622423392074,692.208539436314,bounded_sample,200000,false
MQTT,other,frame_length_min,5,1032401,0,0,1032401,42.0,1514.0,69.74203918826115,49.64492018398335,60.0,60.0,66.0,66.0,175.0,bounded_sample,200000,false
MQTT,other,frame_length_max,5,1032401,0,0,1032401,60.0,1514.0,317.20882873999545,501.6153122624651,66.0,83.0,83.0,1374.0,1514.0,bounded_sample,200000,false
MQTT,other,ipv4_ratio,5,1032401,0,0,1032401,0.44,1.0,0.9999359551182149,0.003073262087121379,1.0,1.0,1.0,1.0,1.0,bounded_sample,200000,false
MQTT,other,ipv6_ratio,5,1032401,0,1032188,213,0.0,0.12,8.562564352417327e-06,0.0006110850715337864,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
MQTT,other,arp_ratio,5,1032401,0,1031813,588,0.0,0.56,5.5211104987306294e-05,0.002989074129871372,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
MQTT,other,llc_ratio,5,1032401,0,1032400,1,0.0,0.04,3.874463507881143e-08,3.936729482712407e-05,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
MQTT,other,other_protocol_ratio,5,1032401,0,1032395,6,0.0,0.04,2.324678104728686e-07,9.642955137110118e-05,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
MQTT,other,tcp_ratio,5,1032401,0,0,1032401,0.4,1.0,0.9998495933266242,0.003910544359364382,1.0,1.0,1.0,1.0,1.0,bounded_sample,200000,false
MQTT,other,udp_ratio,5,1032401,0,1030275,2126,0.0,0.28,9.434318641690585e-05,0.0022789754192530255,0.0,0.0,0.0,0.0,0.04,bounded_sample,200000,false
MQTT,other,icmp_ratio,5,1032401,0,1032400,1,0.0,0.04,3.874463507881143e-08,3.936729482712407e-05,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
MQTT,other,icmpv6_ratio,5,1032401,0,1032394,7,0.0,0.12,3.487017157093028e-07,0.0001524685523457225,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
MQTT,other,igmp_ratio,5,1032401,0,1032398,3,0.0,0.12,1.9372317539405722e-07,0.00013056646547260264,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,false
MQTT,other,tcp_syn_ratio,5,1032401,0,312056,720345,0.0,1.0,0.15194928476877514,0.16531985175117447,0.0,0.16,0.52,0.72,0.88,bounded_sample,200000,false
MQTT,other,tcp_ack_ratio,5,1032401,0,2453,1029948,0.0,1.0,0.7724946219855667,0.24296156366631486,0.12,0.76,1.0,1.0,1.0,bounded_sample,200000,false
MQTT,other,tcp_fin_ratio,5,1032401,0,318757,713644,0.0,1.0,0.13839338386964442,0.1488481512011819,0.0,0.16,0.44,0.72,1.0,bounded_sample,200000,false
MQTT,other,tcp_rst_ratio,5,1032401,0,477523,554878,0.0,1.0,0.16001685878138008,0.21069046633732408,0.0,0.12,0.6,0.8,1.0,bounded_sample,200000,false
MQTT,other,tcp_psh_ratio,5,1032401,0,73079,959322,0.0,1.0,0.27394340828702723,0.23279136314050897,0.0,0.2,0.44,0.68,1.0,bounded_sample,200000,false
MQTT,other,tcp_urg_ratio,5,1032401,0,1032401,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bounded_sample,200000,true
MQTT,other,unique_ip_count,5,1032401,0,0,1032401,2.0,18.0,2.889243617547833,0.9641197842940528,2.0,3.0,5.0,5.0,8.0,bounded_sample,200000,false
MQTT,other,unique_port_count,5,1032401,0,0,1032401,2.0,28.0,21.600948662389907,4.07492792664654,15.0,23.0,26.0,26.0,26.0,bounded_sample,200000,false
Recon,other,window_span_seconds,4,41495,0,1636,39859,0.0,6.20250391960144,0.05646037417070625,0.23342537897329896,0.0,0.004565000534057617,0.28510684967040734,1.001473250389099,2.0029370622634906,exact,41495,false
Recon,other,iat_mean_seconds,4,41495,0,1636,39859,0.0,0.2584376633167267,0.00235251659115869,0.009726057251116044,0.0,0.00019020835558573404,0.011879452069600307,0.0417280520995458,0.08345571092764544,exact,41495,false
Recon,other,iat_std_seconds,4,41495,0,1636,39859,0.0,0.38926890072575177,0.004965130057009695,0.021682650211218315,0.0,0.0006404375156670539,0.014573639086835738,0.11133589990798481,0.27605624322448347,exact,41495,false
Recon,other,iat_p50_seconds,4,41495,0,17048,24447,0.0,0.17262351512908936,0.0005428049130272558,0.003530599880366632,0.0,1.0728836059570312e-06,0.002528989315032944,0.012859759330749482,0.039476073503496564,exact,41495,false
Recon,other,iat_p95_seconds,4,41495,0,4910,36585,0.0,1.136186218261717,0.009762910212188005,0.04972535657446358,0.0,0.00046627521514892503,0.034982610940933176,0.1990371918678278,0.8474464545965174,exact,41495,false
Recon,other,frame_length_mean,4,41495,0,0,41495,55.68,1494.0,80.99693553440173,83.715859404038,60.0,60.0,174.28799999999933,520.4927999999933,993.0910400000023,exact,41495,false
Recon,other,frame_length_std,4,41495,0,28521,12974,0.0,690.3717259563866,35.397949373401396,95.50324952977957,0.0,0.0,237.14187010946625,530.8870477110646,647.840402900242,exact,41495,false
Recon,other,frame_length_min,4,41495,0,0,41495,42.0,1494.0,60.51890589227618,8.445692659860413,60.0,60.0,60.0,70.0,118.0,exact,41495,false
Recon,other,frame_length_max,4,41495,0,0,41495,60.0,1514.0,195.13056994818655,324.04252949996925,60.0,60.0,1218.2999999999956,1435.0,1474.0,exact,41495,false
Recon,other,ipv4_ratio,4,41495,0,65,41430,0.0,1.0,0.9928270876009159,0.06826206639476887,0.88,1.0,1.0,1.0,1.0,exact,41495,false
Recon,other,ipv6_ratio,4,41495,0,41293,202,0.0,0.28,0.00024099289070972403,0.004093114521063114,0.0,0.0,0.0,0.0,0.04,exact,41495,false
Recon,other,arp_ratio,4,41495,0,40181,1314,0.0,1.0,0.0069193878780576,0.06804924844065363,0.0,0.0,0.0,0.12,1.0,exact,41495,false
Recon,other,llc_ratio,4,41495,0,41492,3,0.0,0.04,2.8919146885166885e-06,0.00034010031515731043,0.0,0.0,0.0,0.0,0.0,exact,41495,false
Recon,other,other_protocol_ratio,4,41495,0,41485,10,0.0,0.04,9.639715628388962e-06,0.0006208830010703807,0.0,0.0,0.0,0.0,0.0,exact,41495,false
Recon,other,tcp_ratio,4,41495,0,585,40910,0.0,1.0,0.9458344378840825,0.18120384958035968,0.0,1.0,1.0,1.0,1.0,exact,41495,false
Recon,other,udp_ratio,4,41495,0,31828,9667,0.0,1.0,0.04642197855163274,0.16679422230889007,0.0,0.0,0.2,0.96,1.0,exact,41495,false
Recon,other,icmp_ratio,4,41495,0,41098,397,0.0,0.24,0.000767321364019762,0.009110808518112315,0.0,0.0,0.0,0.0,0.14024000000004888,exact,41495,false
Recon,other,icmpv6_ratio,4,41495,0,41480,15,0.0,0.16,2.5063260633811307e-05,0.001619065929444567,0.0,0.0,0.0,0.0,0.0,exact,41495,false
Recon,other,igmp_ratio,4,41495,0,41486,9,0.0,0.16,1.9279431256777925e-05,0.0015460523210327902,0.0,0.0,0.0,0.0,0.0,exact,41495,false
Recon,other,tcp_syn_ratio,4,41495,0,16468,25027,0.0,1.0,0.45687429286946524,0.44674602347730324,0.0,0.36,1.0,1.0,1.0,exact,41495,false
Recon,other,tcp_ack_ratio,4,41495,0,13717,27778,0.0,1.0,0.5286356027455456,0.4480587297771463,0.0,0.6,1.0,1.0,1.0,exact,41495,false
Recon,other,tcp_fin_ratio,4,41495,0,41111,384,0.0,1.0,0.001111109419963357,0.017619786831477156,0.0,0.0,0.0,0.0,0.22477777777778396,exact,41495,false
Recon,other,tcp_rst_ratio,4,41495,0,16801,24694,0.0,1.0,0.4498361115042876,0.4459147270709555,0.0,0.32,1.0,1.0,1.0,exact,41495,false
Recon,other,tcp_psh_ratio,4,41495,0,36470,5025,0.0,1.0,0.038980303207546224,0.13301689869415648,0.0,0.0,0.4166666666666667,0.6,1.0,exact,41495,false
Recon,other,tcp_urg_ratio,4,41495,0,41334,161,0.0,0.24,0.000353249064447299,0.006798405314580323,0.0,0.0,0.0,0.0,0.1334347826087029,exact,41495,false
Recon,other,unique_ip_count,4,41495,0,0,41495,2.0,28.0,3.0304615013857092,2.72735667534783,2.0,2.0,8.0,15.0,27.0,exact,41495,false
Recon,other,unique_port_count,4,41495,0,113,41382,0.0,30.0,24.505578985419927,5.019423553350092,2.0,26.0,27.0,27.0,28.0,exact,41495,false
Spoofing,other,window_span_seconds,1,6423,0,0,6423,0.00015997886657714844,2.0108580589294434,0.2881780084226615,0.4316494231250219,0.0012645721435546875,0.1393141746520996,1.0737685203552239,1.9992832326889038,2.0025331649780274,exact,6423,false
Spoofing,other,iat_mean_seconds,1,6423,0,0,6423,6.665786107381185e-06,0.08378575245539348,0.012007417017610897,0.01798539263020925,5.269050598144531e-05,0.005804757277170817,0.04474035501480099,0.08330346802870434,0.08343888187408446,exact,6423,false
Spoofing,other,iat_std_seconds,1,6423,0,0,6423,3.584533784446368e-06,0.27754187828392457,0.02874283013969136,0.0586994699771884,7.95046676941393e-05,0.005520491730799106,0.19135067385033902,0.2757418864534565,0.2763112154908666,exact,6423,false
Spoofing,other,iat_p50_seconds,1,6423,0,1169,5254,0.0,0.030622482299804688,0.0027276925648667444,0.004354046519773673,0.0,0.00027954578399658203,0.011467552185058582,0.02040928602218628,0.025177875757217482,exact,6423,false
Spoofing,other,iat_p95_seconds,1,6423,0,3,6420,0.0,0.8506144285202005,0.052835091586129986,0.12987756780006862,0.000209006309509277,0.01505554914474487,0.2561423444747917,0.8463463099002816,0.8492111263990381,exact,6423,false
Spoofing,other,frame_length_mean,1,6423,0,0,6423,57.12,1494.0,482.10086875291915,478.9439736606266,63.275200000000005,272.2,1494.0,1494.0,1494.0,exact,6423,false
Spoofing,other,frame_length_std,1,6423,0,1203,5220,0.0,713.4285713370328,226.88328014903627,207.08500353790222,0.0,188.42574770980738,584.4980776100518,671.147614268497,713.4285713370328,exact,6423,false
Spoofing,other,frame_length_min,1,6423,0,0,6423,42.0,1494.0,252.07971352950335,464.4722808089165,42.0,66.0,1494.0,1494.0,1494.0,exact,6423,false
Spoofing,other,frame_length_max,1,6423,0,0,6423,60.0,1514.0,933.2744823291297,525.6854275915731,66.0,1242.0,1494.0,1498.0,1514.0,exact,6423,false
Spoofing,other,ipv4_ratio,1,6423,0,47,6376,0.0,1.0,0.9711287560330064,0.13359012123577474,0.04,1.0,1.0,1.0,1.0,exact,6423,false
Spoofing,other,ipv6_ratio,1,6423,0,6269,154,0.0,0.16,0.0010711505527012301,0.007358933182628788,0.0,0.0,0.0,0.04,0.08,exact,6423,false
Spoofing,other,arp_ratio,1,6423,0,5813,610,0.0,1.0,0.0277129067413981,0.13333171955276182,0.0,0.0,0.08,0.96,1.0,exact,6423,false
Spoofing,other,llc_ratio,1,6423,0,6418,5,0.0,0.04,3.113809746224506e-05,0.0011155959471852853,0.0,0.0,0.0,0.0,0.0,exact,6423,false
Spoofing,other,other_protocol_ratio,1,6423,0,6414,9,0.0,0.04,5.60485754320411e-05,0.0014962625352770427,0.0,0.0,0.0,0.0,0.04,exact,6423,false
Spoofing,other,tcp_ratio,1,6423,0,1833,4590,0.0,1.0,0.5229269811614511,0.4440599656740722,0.0,0.6,1.0,1.0,1.0,exact,6423,false
Spoofing,other,udp_ratio,1,6423,0,2307,4116,0.0,1.0,0.4487747158648607,0.44615203220663185,0.0,0.32,1.0,1.0,1.0,exact,6423,false
Spoofing,other,icmp_ratio,1,6423,0,6383,40,0.0,0.24,0.0003861124085318387,0.005677546879481719,0.0,0.0,0.0,0.0,0.08,exact,6423,false
Spoofing,other,icmpv6_ratio,1,6423,0,6407,16,0.0,0.08,0.0001120971508640822,0.002338319777558939,0.0,0.0,0.0,0.0,0.04,exact,6423,false
Spoofing,other,igmp_ratio,1,6423,0,6423,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,exact,6423,true
Spoofing,other,tcp_syn_ratio,1,6423,0,6173,250,0.0,1.0,0.0038397282593914963,0.03785728656803235,0.0,0.0,0.0,0.08333333333333331,0.7890000000002146,exact,6423,false
Spoofing,other,tcp_ack_ratio,1,6423,0,1837,4586,0.0,1.0,0.7110740283578083,0.450495936354685,0.0,1.0,1.0,1.0,1.0,exact,6423,false
Spoofing,other,tcp_fin_ratio,1,6423,0,6211,212,0.0,1.0,0.008188474662003864,0.07339394527577926,0.0,0.0,0.0,0.16666666666666663,1.0,exact,6423,false
Spoofing,other,tcp_rst_ratio,1,6423,0,6329,94,0.0,1.0,0.0018463459931246616,0.026748298682036004,0.0,0.0,0.0,0.045454545454545456,0.2857142857142857,exact,6423,false
Spoofing,other,tcp_psh_ratio,1,6423,0,3228,3195,0.0,1.0,0.2290782702105677,0.27614005634450467,0.0,0.0,0.6666666666666666,1.0,1.0,exact,6423,false
Spoofing,other,tcp_urg_ratio,1,6423,0,6423,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,exact,6423,true
Spoofing,other,unique_ip_count,1,6423,0,0,6423,2.0,28.0,5.412112719912813,4.552052258593722,2.0,4.0,14.0,26.0,27.0,exact,6423,false
Spoofing,other,unique_port_count,1,6423,0,46,6377,0.0,29.0,5.972131402771291,4.9696887787721655,2.0,4.0,15.0,22.0,27.0,exact,6423,false
all_train,global,window_span_seconds,85,27645149,0,814218,26830931,0.0,23.321362018585205,0.014699654510305065,0.2517872781405744,0.0,0.0005979537963867188,1.0021650791168213,1.9995880222320557,2.972077380419168,bounded_sample,200000,false
all_train,global,iat_mean_seconds,85,27645149,0,814221,26830928,0.0,0.9717234174410502,0.0006124879265978701,0.010491137003827125,0.0,2.4954477945963543e-05,0.041764503717422484,0.0833159589767456,0.12377070444822441,bounded_sample,200000,false
all_train,global,iat_std_seconds,85,27645149,0,814221,26830928,0.0,1.4136610692769298,0.0014769512920265902,0.019376134119695083,0.0,6.98399135362656e-05,0.16164701219413605,0.2392250388761933,0.2763911895736927,bounded_sample,200000,false
all_train,global,iat_p50_seconds,85,27645149,0,13997861,13647288,0.0,0.8499571084976196,0.00013702201025176042,0.00461663153003741,0.0,9.5367431640625e-07,7.95125961303711e-05,0.0020396018028260854,0.05225196361541801,bounded_sample,200000,false
all_train,global,iat_p95_seconds,85,27645149,0,1117613,26527536,0.0,4.592154538631436,0.0028780492507472673,0.048240534672938463,0.0,9.417533874511716e-05,0.26702132582664395,0.6503269056081776,0.8491534000992753,bounded_sample,200000,false
all_train,global,frame_length_mean,85,27645149,0,0,27645149,53.52,2962.0,67.40631918605325,70.68869673643772,60.0,60.0,118.24,1054.1668000000066,1514.0,bounded_sample,200000,false
all_train,global,frame_length_std,85,27645149,0,25378203,2266946,0.0,1790.8429407404774,7.426131134460055,56.620716788685826,0.0,0.0,167.2289625632301,460.25188667767907,690.9620100658393,bounded_sample,200000,false
all_train,global,frame_length_min,85,27645149,0,0,27645149,42.0,1514.0,61.16135528877056,33.45197992313684,42.0,60.0,66.0,102.0,1514.0,bounded_sample,200000,false
all_train,global,frame_length_max,85,27645149,0,0,27645149,60.0,8754.0,84.36538446582443,165.71858315491167,60.0,60.0,928.0,1494.0,1514.0,bounded_sample,200000,false
all_train,global,ipv4_ratio,85,27645149,0,112,27645037,0.0,1.0,0.9997135700010155,0.0077351600464997915,0.88,1.0,1.0,1.0,1.0,bounded_sample,200000,false
all_train,global,ipv6_ratio,85,27645149,0,27628603,16546,0.0,0.64,3.0060970190466312e-05,0.001432752711251779,0.0,0.0,0.0,0.04,0.08,bounded_sample,200000,false
all_train,global,arp_ratio,85,27645149,0,27578952,66197,0.0,1.0,0.00025375157138780483,0.007479788154796479,0.0,0.0,0.0,0.08,0.4,bounded_sample,200000,false
