scope,group,pcap_path,pcap_id,feature,window_count,nonzero_count,nonzero_rate
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,arp_unique_sender_mac_count,41622,9412,0.22613041180145116
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,arp_ratio,41622,9415,0.2262024890682812
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_request_ratio,79238,9392,0.11852898861657285
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_reply_ratio,79238,9317,0.11758247305585703
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_probe_ratio,79238,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_gratuitous_ratio,79238,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_sender_ip_conflict_count,79238,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_sender_ip_conflict_ratio,79238,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_max_macs_per_sender_ip,79238,10161,0.12823392816577905
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_mapping_change_count,79238,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_eth_src_sha_mismatch_ratio,79238,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_unique_sender_ip_count,79238,10161,0.12823392816577905
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_unique_sender_mac_count,79238,10161,0.12823392816577905
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,arp_ratio,79238,10161,0.12823392816577905
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_request_ratio,77427,8479,0.10950960259341057
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_reply_ratio,77427,8936,0.11541193640461338
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_probe_ratio,77427,13,0.00016790008653312153
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_gratuitous_ratio,77427,263,0.003396747904477766
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_sender_ip_conflict_count,77427,5,6.457695635889289e-05
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_sender_ip_conflict_ratio,77427,5,6.457695635889289e-05
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_max_macs_per_sender_ip,77427,10227,0.13208570653647952
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_mapping_change_count,77427,5,6.457695635889289e-05
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_eth_src_sha_mismatch_ratio,77427,0,0.0
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_unique_sender_ip_count,77427,10227,0.13208570653647952
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_unique_sender_mac_count,77427,10227,0.13208570653647952
pcap,publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,arp_ratio,77427,10234,0.13217611427538198
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_request_ratio,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_reply_ratio,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_probe_ratio,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_gratuitous_ratio,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_sender_ip_conflict_count,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_sender_ip_conflict_ratio,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_max_macs_per_sender_ip,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_mapping_change_count,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_eth_src_sha_mismatch_ratio,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_unique_sender_ip_count,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_unique_sender_mac_count,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,arp_ratio,857,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_request_ratio,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_reply_ratio,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_probe_ratio,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_gratuitous_ratio,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_sender_ip_conflict_count,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_sender_ip_conflict_ratio,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_max_macs_per_sender_ip,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_mapping_change_count,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_eth_src_sha_mismatch_ratio,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_unique_sender_ip_count,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_unique_sender_mac_count,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,arp_ratio,751,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_request_ratio,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_reply_ratio,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_probe_ratio,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_gratuitous_ratio,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_sender_ip_conflict_count,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_sender_ip_conflict_ratio,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_max_macs_per_sender_ip,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_mapping_change_count,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_eth_src_sha_mismatch_ratio,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_unique_sender_ip_count,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_unique_sender_mac_count,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,arp_ratio,885,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_request_ratio,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_reply_ratio,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_probe_ratio,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_gratuitous_ratio,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_sender_ip_conflict_count,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_sender_ip_conflict_ratio,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_max_macs_per_sender_ip,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_mapping_change_count,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_eth_src_sha_mismatch_ratio,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_unique_sender_ip_count,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_unique_sender_mac_count,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,arp_ratio,632,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_request_ratio,15,3,0.2
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_reply_ratio,15,3,0.2
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_probe_ratio,15,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_gratuitous_ratio,15,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_sender_ip_conflict_count,15,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_sender_ip_conflict_ratio,15,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_max_macs_per_sender_ip,15,3,0.2
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_mapping_change_count,15,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_eth_src_sha_mismatch_ratio,15,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_unique_sender_ip_count,15,3,0.2
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_unique_sender_mac_count,15,3,0.2
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,arp_ratio,15,3,0.2
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae,arp_request_ratio,1547,11,0.007110536522301228
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae,arp_reply_ratio,1547,11,0.007110536522301228
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae,arp_probe_ratio,1547,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae,arp_gratuitous_ratio,1547,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae,arp_sender_ip_conflict_count,1547,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae,arp_sender_ip_conflict_ratio,1547,0,0.0
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae,arp_max_macs_per_sender_ip,1547,22,0.014221073044602456
pcap,profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae,arp_mapping_change_count,1547,0,0.0
