pcap_path,pcap_id,modeling_group_key,modeling_split,binary_label,attack_family,attack_type,profiling_type,device,window_count,feature_parquet_path,selection_reason,benign_category,group_kind
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,Recon-VulScan_train-dd134b38001a54ff,Recon|VulScan,fit,ATTACK,Recon,VulScan,,,869,data/features/v1/train/Recon-VulScan_train-dd134b38001a54ff.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,TCP_IP-DDoS-ICMP1_train-52560d1b626f5c98,DDoS|DDoS_ICMP,fit,ATTACK,DDoS,DDoS_ICMP,,,779446,data/features/v1/train/TCP_IP-DDoS-ICMP1_train-52560d1b626f5c98.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,TCP_IP-DDoS-ICMP2_train-fe61766820005b0a,DDoS|DDoS_ICMP,fit,ATTACK,DDoS,DDoS_ICMP,,,779018,data/features/v1/train/TCP_IP-DDoS-ICMP2_train-fe61766820005b0a.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,TCP_IP-DDoS-ICMP3_train-4fd5fc994ad0ad92,DDoS|DDoS_ICMP,fit,ATTACK,DDoS,DDoS_ICMP,,,758549,data/features/v1/train/TCP_IP-DDoS-ICMP3_train-4fd5fc994ad0ad92.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,TCP_IP-DDoS-ICMP4_train-c9aeedc59b581cd1,DDoS|DDoS_ICMP,fit,ATTACK,DDoS,DDoS_ICMP,,,770663,data/features/v1/train/TCP_IP-DDoS-ICMP4_train-c9aeedc59b581cd1.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,TCP_IP-DDoS-ICMP5_train-4724735ee6467501,DDoS|DDoS_ICMP,fit,ATTACK,DDoS,DDoS_ICMP,,,779850,data/features/v1/train/TCP_IP-DDoS-ICMP5_train-4724735ee6467501.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,TCP_IP-DDoS-ICMP6_train-4538ea64f1e348f0,DDoS|DDoS_ICMP,fit,ATTACK,DDoS,DDoS_ICMP,,,763199,data/features/v1/train/TCP_IP-DDoS-ICMP6_train-4538ea64f1e348f0.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,TCP_IP-DDoS-ICMP7_train-53ea8e2f1c5f3000,DDoS|DDoS_ICMP,fit,ATTACK,DDoS,DDoS_ICMP,,,743766,data/features/v1/train/TCP_IP-DDoS-ICMP7_train-53ea8e2f1c5f3000.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,TCP_IP-DDoS-ICMP8_train-15c1ca3db9818fb4,DDoS|DDoS_ICMP,fit,ATTACK,DDoS,DDoS_ICMP,,,773061,data/features/v1/train/TCP_IP-DDoS-ICMP8_train-15c1ca3db9818fb4.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,TCP_IP-DDoS-SYN1_train-9270598c7ec08c19,DDoS|DDoS_SYN,fit,ATTACK,DDoS,DDoS_SYN,,,797279,data/features/v1/train/TCP_IP-DDoS-SYN1_train-9270598c7ec08c19.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,TCP_IP-DDoS-SYN2_train-84f7f6654a0c81a1,DDoS|DDoS_SYN,fit,ATTACK,DDoS,DDoS_SYN,,,814389,data/features/v1/train/TCP_IP-DDoS-SYN2_train-84f7f6654a0c81a1.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,TCP_IP-DDoS-SYN3_train-cb4d02ece5623b20,DDoS|DDoS_SYN,fit,ATTACK,DDoS,DDoS_SYN,,,807785,data/features/v1/train/TCP_IP-DDoS-SYN3_train-cb4d02ece5623b20.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,TCP_IP-DDoS-SYN4_train-1f8cd468774497a0,DDoS|DDoS_SYN,fit,ATTACK,DDoS,DDoS_SYN,,,787191,data/features/v1/train/TCP_IP-DDoS-SYN4_train-1f8cd468774497a0.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,TCP_IP-DDoS-TCP1_train-4bd6e516680531ed,DDoS|DDoS_TCP,validation,ATTACK,DDoS,DDoS_TCP,,,808944,data/features/v1/train/TCP_IP-DDoS-TCP1_train-4bd6e516680531ed.parquet,closest_group_to_target_validation_fraction|target=0.20|actual=0.168302|windows=3216597,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP2_train.pcap,TCP_IP-DDoS-TCP2_train-eb9fb6bc59c007af,DDoS|DDoS_TCP,validation,ATTACK,DDoS,DDoS_TCP,,,788029,data/features/v1/train/TCP_IP-DDoS-TCP2_train-eb9fb6bc59c007af.parquet,closest_group_to_target_validation_fraction|target=0.20|actual=0.168302|windows=3216597,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP3_train.pcap,TCP_IP-DDoS-TCP3_train-168296df72c3c541,DDoS|DDoS_TCP,validation,ATTACK,DDoS,DDoS_TCP,,,815984,data/features/v1/train/TCP_IP-DDoS-TCP3_train-168296df72c3c541.parquet,closest_group_to_target_validation_fraction|target=0.20|actual=0.168302|windows=3216597,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP4_train.pcap,TCP_IP-DDoS-TCP4_train-c56180c095ed3093,DDoS|DDoS_TCP,validation,ATTACK,DDoS,DDoS_TCP,,,803640,data/features/v1/train/TCP_IP-DDoS-TCP4_train-c56180c095ed3093.parquet,closest_group_to_target_validation_fraction|target=0.20|actual=0.168302|windows=3216597,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP1_train.pcap,TCP_IP-DDoS-UDP1_train-e3823a133c7c569e,DDoS|DDoS_UDP,fit,ATTACK,DDoS,DDoS_UDP,,,824358,data/features/v1/train/TCP_IP-DDoS-UDP1_train-e3823a133c7c569e.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP2_train.pcap,TCP_IP-DDoS-UDP2_train-c29b03842b9c5b00,DDoS|DDoS_UDP,fit,ATTACK,DDoS,DDoS_UDP,,,828890,data/features/v1/train/TCP_IP-DDoS-UDP2_train-c29b03842b9c5b00.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP3_train.pcap,TCP_IP-DDoS-UDP3_train-12fd00f6a441a65c,DDoS|DDoS_UDP,fit,ATTACK,DDoS,DDoS_UDP,,,826055,data/features/v1/train/TCP_IP-DDoS-UDP3_train-12fd00f6a441a65c.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP4_train.pcap,TCP_IP-DDoS-UDP4_train-68f9dab91e62964a,DDoS|DDoS_UDP,fit,ATTACK,DDoS,DDoS_UDP,,,825057,data/features/v1/train/TCP_IP-DDoS-UDP4_train-68f9dab91e62964a.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP5_train.pcap,TCP_IP-DDoS-UDP5_train-3ef3823976c230ac,DDoS|DDoS_UDP,fit,ATTACK,DDoS,DDoS_UDP,,,821720,data/features/v1/train/TCP_IP-DDoS-UDP5_train-3ef3823976c230ac.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP6_train.pcap,TCP_IP-DDoS-UDP6_train-20f2f44028c0469f,DDoS|DDoS_UDP,fit,ATTACK,DDoS,DDoS_UDP,,,808675,data/features/v1/train/TCP_IP-DDoS-UDP6_train-20f2f44028c0469f.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP7_train.pcap,TCP_IP-DDoS-UDP7_train-3cc1cec95e30615c,DDoS|DDoS_UDP,fit,ATTACK,DDoS,DDoS_UDP,,,790422,data/features/v1/train/TCP_IP-DDoS-UDP7_train-3cc1cec95e30615c.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP8_train.pcap,TCP_IP-DDoS-UDP8_train-214596633bc14c17,DDoS|DDoS_UDP,fit,ATTACK,DDoS,DDoS_UDP,,,816104,data/features/v1/train/TCP_IP-DDoS-UDP8_train-214596633bc14c17.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP1_train.pcap,TCP_IP-DoS-ICMP1_train-bb42fe5d34df6405,DoS|DoS_ICMP,fit,ATTACK,DoS,DoS_ICMP,,,417851,data/features/v1/train/TCP_IP-DoS-ICMP1_train-bb42fe5d34df6405.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP2_train.pcap,TCP_IP-DoS-ICMP2_train-705c10e1a9476694,DoS|DoS_ICMP,fit,ATTACK,DoS,DoS_ICMP,,,387752,data/features/v1/train/TCP_IP-DoS-ICMP2_train-705c10e1a9476694.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP3_train.pcap,TCP_IP-DoS-ICMP3_train-7b8e8c5c841bcd62,DoS|DoS_ICMP,fit,ATTACK,DoS,DoS_ICMP,,,434529,data/features/v1/train/TCP_IP-DoS-ICMP3_train-7b8e8c5c841bcd62.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP4_train.pcap,TCP_IP-DoS-ICMP4_train-2063df179b821a12,DoS|DoS_ICMP,fit,ATTACK,DoS,DoS_ICMP,,,424302,data/features/v1/train/TCP_IP-DoS-ICMP4_train-2063df179b821a12.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN1_train.pcap,TCP_IP-DoS-SYN1_train-39759543872c0660,DoS|DoS_SYN,fit,ATTACK,DoS,DoS_SYN,,,445545,data/features/v1/train/TCP_IP-DoS-SYN1_train-39759543872c0660.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN2_train.pcap,TCP_IP-DoS-SYN2_train-143bfea32194d333,DoS|DoS_SYN,fit,ATTACK,DoS,DoS_SYN,,,446432,data/features/v1/train/TCP_IP-DoS-SYN2_train-143bfea32194d333.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN3_train.pcap,TCP_IP-DoS-SYN3_train-d7c95d3330c6de73,DoS|DoS_SYN,fit,ATTACK,DoS,DoS_SYN,,,432548,data/features/v1/train/TCP_IP-DoS-SYN3_train-d7c95d3330c6de73.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN4_train.pcap,TCP_IP-DoS-SYN4_train-6f58a2b6be91c88c,DoS|DoS_SYN,fit,ATTACK,DoS,DoS_SYN,,,442398,data/features/v1/train/TCP_IP-DoS-SYN4_train-6f58a2b6be91c88c.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP1_train.pcap,TCP_IP-DoS-TCP1_train-6a08fbf1e5b3072a,DoS|DoS_TCP,validation,ATTACK,DoS,DoS_TCP,,,381507,data/features/v1/train/TCP_IP-DoS-TCP1_train-6a08fbf1e5b3072a.parquet,closest_group_to_target_validation_fraction|target=0.20|actual=0.210683|windows=1520960,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP2_train.pcap,TCP_IP-DoS-TCP2_train-8853e4b749af42d2,DoS|DoS_TCP,validation,ATTACK,DoS,DoS_TCP,,,381940,data/features/v1/train/TCP_IP-DoS-TCP2_train-8853e4b749af42d2.parquet,closest_group_to_target_validation_fraction|target=0.20|actual=0.210683|windows=1520960,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP3_train.pcap,TCP_IP-DoS-TCP3_train-d43deb6bda91d593,DoS|DoS_TCP,validation,ATTACK,DoS,DoS_TCP,,,383711,data/features/v1/train/TCP_IP-DoS-TCP3_train-d43deb6bda91d593.parquet,closest_group_to_target_validation_fraction|target=0.20|actual=0.210683|windows=1520960,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP4_train.pcap,TCP_IP-DoS-TCP4_train-ee50fb6ee9902745,DoS|DoS_TCP,validation,ATTACK,DoS,DoS_TCP,,,373802,data/features/v1/train/TCP_IP-DoS-TCP4_train-ee50fb6ee9902745.parquet,closest_group_to_target_validation_fraction|target=0.20|actual=0.210683|windows=1520960,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP1_train.pcap,TCP_IP-DoS-UDP1_train-57283084e42b6cee,DoS|DoS_UDP,fit,ATTACK,DoS,DoS_UDP,,,547810,data/features/v1/train/TCP_IP-DoS-UDP1_train-57283084e42b6cee.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP2_train.pcap,TCP_IP-DoS-UDP2_train-e7214b7f20307dd7,DoS|DoS_UDP,fit,ATTACK,DoS,DoS_UDP,,,561724,data/features/v1/train/TCP_IP-DoS-UDP2_train-e7214b7f20307dd7.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP3_train.pcap,TCP_IP-DoS-UDP3_train-2a3160949fce0092,DoS|DoS_UDP,fit,ATTACK,DoS,DoS_UDP,,,584337,data/features/v1/train/TCP_IP-DoS-UDP3_train-2a3160949fce0092.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP4_train.pcap,TCP_IP-DoS-UDP4_train-26a982778d5c9918,DoS|DoS_UDP,fit,ATTACK,DoS,DoS_UDP,,,572994,data/features/v1/train/TCP_IP-DoS-UDP4_train-26a982778d5c9918.parquet,fit_remainder_after_lineage_holdout,,attack_lineage
data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,benign|singleton|Active,fit,BENIGN,,,active,,41622,data/features/v1/train/Active-75691db1b5d9bcb7.parquet,profiling_fit_remainder,profiling_active,profiling_singleton
data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,benign|singleton|ActiveBroker,fit,BENIGN,,,active,,79238,data/features/v1/train/ActiveBroker-773ce2fbdc89f2e6.parquet,profiling_fit_remainder,profiling_active,profiling_singleton
data/raw/WiFI_and_MQTT/profiling/PCAP/Idle/Idle.pcap,Idle-d722d61af6fa2e4f,benign|singleton|Idle,validation,BENIGN,,,idle,,13149,data/features/v1/train/Idle-d722d61af6fa2e4f.parquet,profiling_singleton_added_for_min_validation_fraction|device_share=0.059911|min=0.15|singleton=Idle,profiling_idle,profiling_singleton
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC-de6bc19993839f4f,benign|device|Blink_Camera,fit,BENIGN,,,interaction,Blink_Camera,857,data/features/v1/train/Blink_Camera_LAN_MIC-de6bc19993839f4f.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH-3f8bf69fb1069588,benign|device|Blink_Camera,fit,BENIGN,,,interaction,Blink_Camera,751,data/features/v1/train/Blink_Camera_LAN_WATCH-3f8bf69fb1069588.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC-e15dc3ec7ec45279,benign|device|Blink_Camera,fit,BENIGN,,,interaction,Blink_Camera,885,data/features/v1/train/Blink_Camera_WAN_MIC-e15dc3ec7ec45279.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH-d368ff79b64700f1,benign|device|Blink_Camera,fit,BENIGN,,,interaction,Blink_Camera,632,data/features/v1/train/Blink_Camera_WAN_WATCH-d368ff79b64700f1.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae,benign|device|Ecobee_Camera,fit,BENIGN,,,interaction,Ecobee_Camera,1547,data/features/v1/train/Ecobee_Camera_LAN_MIC-bd23bc998ec6fbae.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_WATCH.pcap,Ecobee_Camera_LAN_WATCH-86027c5a7abe11b1,benign|device|Ecobee_Camera,fit,BENIGN,,,interaction,Ecobee_Camera,1464,data/features/v1/train/Ecobee_Camera_LAN_WATCH-86027c5a7abe11b1.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_MIC.pcap,Ecobee_Camera_WAN_MIC-9f00e38f021daf12,benign|device|Ecobee_Camera,fit,BENIGN,,,interaction,Ecobee_Camera,1433,data/features/v1/train/Ecobee_Camera_WAN_MIC-9f00e38f021daf12.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_WATCH.pcap,Ecobee_Camera_WAN_WATCH-d8fd5b4e4a5384d9,benign|device|Ecobee_Camera,fit,BENIGN,,,interaction,Ecobee_Camera,1334,data/features/v1/train/Ecobee_Camera_WAN_WATCH-d8fd5b4e4a5384d9.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_MIC.pcap,M1T_Camera_LAN_MIC-82292e094d4c92fc,benign|device|M1T_Camera,fit,BENIGN,,,interaction,M1T_Camera,643,data/features/v1/train/M1T_Camera_LAN_MIC-82292e094d4c92fc.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PHOTO.pcap,M1T_Camera_LAN_PHOTO-5c311124058e65a8,benign|device|M1T_Camera,fit,BENIGN,,,interaction,M1T_Camera,56,data/features/v1/train/M1T_Camera_LAN_PHOTO-5c311124058e65a8.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PRECORDING.pcap,M1T_Camera_LAN_PRECORDING-52238a5ec47bd101,benign|device|M1T_Camera,fit,BENIGN,,,interaction,M1T_Camera,338,data/features/v1/train/M1T_Camera_LAN_PRECORDING-52238a5ec47bd101.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_WATCH.pcap,M1T_Camera_LAN_WATCH-be56cf109f9deaa9,benign|device|M1T_Camera,fit,BENIGN,,,interaction,M1T_Camera,473,data/features/v1/train/M1T_Camera_LAN_WATCH-be56cf109f9deaa9.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_MIC.pcap,M1T_Camera_WAN_MIC-81f4bd71b5e6453b,benign|device|M1T_Camera,fit,BENIGN,,,interaction,M1T_Camera,693,data/features/v1/train/M1T_Camera_WAN_MIC-81f4bd71b5e6453b.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_PHOTO.pcap,M1T_Camera_WAN_PHOTO-3ed5188c39d7b60c,benign|device|M1T_Camera,fit,BENIGN,,,interaction,M1T_Camera,229,data/features/v1/train/M1T_Camera_WAN_PHOTO-3ed5188c39d7b60c.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_RECORDING.pcap,M1T_Camera_WAN_RECORDING-24eb271fd02aef20,benign|device|M1T_Camera,fit,BENIGN,,,interaction,M1T_Camera,657,data/features/v1/train/M1T_Camera_WAN_RECORDING-24eb271fd02aef20.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_WATCH.pcap,M1T_Camera_WAN_WATCH-87c44d4b3f40c536,benign|device|M1T_Camera,fit,BENIGN,,,interaction,M1T_Camera,629,data/features/v1/train/M1T_Camera_WAN_WATCH-87c44d4b3f40c536.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_MIC.pcap,Owltron_Camera_LAN_MIC-513871f21444e330,benign|device|Owltron_Camera,validation,BENIGN,,,interaction,Owltron_Camera,1555,data/features/v1/train/Owltron_Camera_LAN_MIC-513871f21444e330.parquet,profiling_device_holdout|closest_group_to_target_validation_fraction|target=0.20|actual=0.059911|windows=9355|profiling_share=0.059911,profiling_interaction,profiling_device
