group,pcap_path,pcap_id,feature,scope,window_count,nonzero_count,nonzero_rate,mean,p50,p95,p99,max
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_publish_count,windows_with_mqtt,30304,22827,0.7532668954593453,17.027917106652588,4.0,50.0,62.0,116.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_publish_qos_count,all_windows,41622,1800,0.043246360098025086,0.050766421603959444,0.0,0.0,1.0,5.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_publish_qos_count,windows_with_mqtt,30304,1800,0.05939809926082365,0.06972676874340021,0.0,1.0,1.0,5.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_publish_wildcard_topic_count,all_windows,41622,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_publish_wildcard_topic_count,windows_with_mqtt,30304,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_publish_topic_count,all_windows,41622,6218,0.14939214838306664,0.2415309211474701,0.0,2.0,3.0,8.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_publish_topic_count,windows_with_mqtt,30304,6218,0.20518743400211192,0.3317383843717001,0.0,2.0,4.0,8.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_connect_count,all_windows,41622,25102,0.6030945173225698,2.467348998125991,1.0,8.0,13.0,33.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_connect_count,windows_with_mqtt,30304,25102,0.8283394931362197,3.388859556494192,3.0,9.0,15.0,33.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_connect_count,all_windows,41622,24633,0.5918264379414733,2.217721397337946,1.0,8.0,12.0,31.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active-75691db1b5d9bcb7,mqtt_invalid_connect_count,windows_with_mqtt,30304,24633,0.8128629883843717,3.0460005279831046,2.0,8.0,14.0,31.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_packet_count,all_windows,79238,79146,0.9988389409121886,14.978444685630631,15.0,19.0,23.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_packet_count,windows_with_mqtt,79146,79146,1.0,14.995855760240568,15.0,19.0,23.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_packet_ratio,all_windows,79238,79146,0.9988389409121886,0.5991377874251643,0.6,0.76,0.92,1.16
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_packet_ratio,windows_with_mqtt,79146,79146,1.0,0.5998342304095617,0.6,0.76,0.9199999999999999,1.16
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_valid_count,all_windows,79238,79146,0.9988389409121886,14.978444685630631,15.0,19.0,23.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_valid_count,windows_with_mqtt,79146,79146,1.0,14.995855760240568,15.0,19.0,23.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_incomplete_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_incomplete_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_ratio,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_ratio,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_incomplete_ratio,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_incomplete_ratio,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_fixed_header_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_fixed_header_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_remaining_length_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_remaining_length_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_publish_count,all_windows,79238,75993,0.9590474267396956,13.669224362048512,15.0,19.0,22.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_publish_count,windows_with_mqtt,79146,75993,0.9601622318247289,13.685113587547065,15.0,19.0,22.0,29.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_publish_qos_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_publish_qos_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_publish_wildcard_topic_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_publish_wildcard_topic_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_publish_topic_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_publish_topic_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_connect_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_connect_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_connect_count,all_windows,79238,0,0.0,0.0,0.0,0.0,0.0,0.0
profiling benign,data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker-773ce2fbdc89f2e6,mqtt_invalid_connect_count,windows_with_mqtt,79146,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_packet_count,all_windows,77427,73904,0.954499076549524,15.879124853087424,15.0,32.0,50.0,453.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_packet_count,windows_with_mqtt,73904,73904,1.0,16.636081944143754,15.0,33.0,51.0,453.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_packet_ratio,all_windows,77427,73904,0.954499076549524,0.6351649941231946,0.6,1.28,2.0,18.12
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_packet_ratio,windows_with_mqtt,73904,73904,1.0,0.6654432777654334,0.6,1.32,2.04,18.12
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_valid_count,all_windows,77427,71625,0.9250648998411407,12.539346739509474,14.0,21.0,27.0,94.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_valid_count,windows_with_mqtt,73904,71625,0.969162697553583,13.137096774193548,14.0,21.0,27.0,94.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_count,all_windows,77427,23149,0.2989783925504023,2.0968008575819805,0.0,14.0,31.0,362.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_count,windows_with_mqtt,73904,23149,0.31323067763585194,2.196755250054124,0.0,15.0,31.0,362.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_incomplete_count,all_windows,77427,18550,0.23958050809149264,1.2429772559959704,0.0,9.0,20.0,25.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_incomplete_count,windows_with_mqtt,73904,18550,0.25100129898246376,1.3022299198960814,0.0,11.0,20.0,25.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_ratio,all_windows,77427,23149,0.2989783925504023,0.07740528382676241,0.0,0.5319148936170213,0.696969696969697,1.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_ratio,windows_with_mqtt,73904,23149,0.31323067763585194,0.0810951898524401,0.0,0.5405405405405406,0.7,1.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_incomplete_ratio,all_windows,77427,18550,0.23958050809149264,0.044370377397838105,0.0,0.3333333333333333,0.5,1.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_incomplete_ratio,windows_with_mqtt,73904,18550,0.25100129898246376,0.04648551107899993,0.0,0.34782608695652173,0.5,1.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_fixed_header_count,all_windows,77427,21510,0.2778100662559572,1.7080992418665324,0.0,12.0,26.0,239.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_fixed_header_count,windows_with_mqtt,73904,21510,0.2910532582810132,1.7895242476726565,0.0,13.0,26.0,239.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_remaining_length_count,all_windows,77427,8354,0.10789517868443825,0.23642915262117867,0.0,2.0,4.0,36.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_remaining_length_count,windows_with_mqtt,73904,8354,0.11303853647975752,0.24769971855379952,0.0,2.0,4.0,36.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_publish_count,all_windows,77427,70684,0.9129115166543971,11.638188228912394,13.0,20.0,27.0,134.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_publish_count,windows_with_mqtt,73904,70684,0.9564299631954969,12.192980082268889,14.0,20.0,27.0,134.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_publish_qos_count,all_windows,77427,1509,0.019489325429113875,0.030829038965735467,0.0,0.0,1.0,31.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_publish_qos_count,windows_with_mqtt,73904,1509,0.020418380601861876,0.03229865771812081,0.0,0.0,1.0,31.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_publish_wildcard_topic_count,all_windows,77427,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_publish_wildcard_topic_count,windows_with_mqtt,73904,0,0.0,0.0,0.0,0.0,0.0,0.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_publish_topic_count,all_windows,77427,4300,0.05553618246864789,0.14491069006935564,0.0,1.0,3.0,126.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_publish_topic_count,windows_with_mqtt,73904,4300,0.05818358952154146,0.15181857544923144,0.0,1.0,3.0,126.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_connect_count,all_windows,77427,20417,0.26369354359590325,0.6837795601017733,0.0,4.0,8.0,30.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_connect_count,windows_with_mqtt,73904,20417,0.2762638016886772,0.7163752976834813,0.0,4.0,8.0,30.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_connect_count,all_windows,77427,19813,0.25589264726774896,0.5835948700065868,0.0,3.0,7.0,29.0
publisher benign,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train-afa71a594c44d5e9,mqtt_invalid_connect_count,windows_with_mqtt,73904,19813,0.26809103702100023,0.6114148084000866,0.0,3.0,7.0,29.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_packet_count,all_windows,2053,2010,0.9790550414028252,25.46712128592304,25.0,51.0,60.0,69.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_packet_count,windows_with_mqtt,2010,2010,1.0,26.01194029850746,25.0,51.0,60.0,69.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_packet_ratio,all_windows,2053,2010,0.9790550414028252,1.0186848514369191,1.0,2.04,2.4,2.76
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_packet_ratio,windows_with_mqtt,2010,2010,1.0,1.040477611940296,1.0,2.04,2.4,2.76
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_valid_count,all_windows,2053,1515,0.7379444715051144,7.186556259132976,2.0,26.399999999999864,36.0,60.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_valid_count,windows_with_mqtt,2010,1515,0.753731343283582,7.340298507462687,2.0,27.0,36.0,60.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_count,all_windows,2053,1430,0.6965416463711641,10.563078421821725,8.0,31.0,39.0,48.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_count,windows_with_mqtt,2010,1430,0.7114427860696517,10.789054726368159,9.0,31.0,39.0,48.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_incomplete_count,all_windows,2053,1413,0.6882610813443741,7.717486604968339,6.0,20.0,22.0,23.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_incomplete_count,windows_with_mqtt,2010,1413,0.7029850746268657,7.882587064676617,7.0,20.0,22.0,23.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_ratio,all_windows,2053,1430,0.6965416463711641,0.33794129226882763,0.42857142857142855,0.6666666666666666,0.75,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_ratio,windows_with_mqtt,2010,1430,0.7114427860696517,0.3451708821034344,0.43478260869565216,0.6666666666666666,0.75,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_incomplete_ratio,all_windows,2053,1413,0.6882610813443741,0.26328465409814383,0.3148148148148148,0.5796264855687604,0.7142857142857143,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_incomplete_ratio,windows_with_mqtt,2010,1413,0.7029850746268657,0.26891711187238276,0.32432432432432434,0.5806451612903226,0.7142857142857144,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_fixed_header_count,all_windows,2053,1422,0.6926449098879688,8.65854846566001,7.0,25.0,32.0,42.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_fixed_header_count,windows_with_mqtt,2010,1422,0.7074626865671642,8.843781094527364,7.0,25.0,32.0,42.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_remaining_length_count,all_windows,2053,996,0.48514369215781783,1.1880175353141744,0.0,4.0,6.0,9.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_remaining_length_count,windows_with_mqtt,2010,996,0.4955223880597015,1.2134328358208955,0.0,4.0,6.0,9.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_publish_count,all_windows,2053,1793,0.873356064296152,7.092547491475889,3.0,26.0,36.0,60.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_publish_count,windows_with_mqtt,2010,1793,0.8920398009950249,7.244278606965175,3.0,26.0,36.0,60.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_publish_qos_count,all_windows,2053,289,0.14076960545543107,0.15879201169020946,0.0,1.0,2.0,3.0
