pcap_path,source,binary_label,attack_family,attack_type,profiling_type,profiling_variant,device,capture_session,window_size,inactivity_timeout_seconds,backward_reset_seconds,packet_count,positive_gap_boundary_count,backward_discontinuity_boundary_count,segment_count,full_window_count,emitted_packet_count,dropped_partial_window_count,dropped_partial_packet_count,packet_retention_ratio,zero_span_window_count,zero_span_window_ratio,window_span_min,window_span_mean,window_span_p50,window_span_p95,window_span_p99,window_span_max,windowing_strategy_version
data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,attacks,BENIGN,,,,,,Benign,100,30.0,1.0,50000,0,1,2,499,49900,2,100,0.998,0,0.0,0.0021200180053710938,2.245983258039058,1.556570053100586,5.7049013137817335,8.875328707695001,30.898443937301636,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,,,MQTT_DDoS_Connect_Flood,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,20,0.01,0.0,0.004240053653717041,0.0004329681396484375,0.0026754736900329586,0.0059240365028381346,1.537363052368164,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,,,MQTT_DDoS_Connect_Flood,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,20,0.01,0.0,0.004240053653717041,0.0004329681396484375,0.0026754736900329586,0.0059240365028381346,1.537363052368164,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,,,MQTT_DDoS_Connect_Flood,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,1.5020370483398438e-05,0.008629275321960448,0.001024484634399414,0.004223275184631347,0.007636666297912595,2.2532529830932617,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,,,MQTT_DDoS_Connect_Flood,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,1.5020370483398438e-05,0.008629275321960448,0.001024484634399414,0.004223275184631347,0.007636666297912595,2.2532529830932617,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,,,MQTT_DDoS_Connect_Flood,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00045108795166015625,0.017483813285827637,0.0023565292358398438,0.00718618631362915,0.02063652515411374,4.004606008529663,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,,,MQTT_DDoS_Connect_Flood,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00045108795166015625,0.017483813285827637,0.0023565292358398438,0.00718618631362915,0.02063652515411374,4.004606008529663,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,,,MQTT_DDoS_Publish_Flood,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,3,0.0015,0.0,0.03108894062042236,0.0018750429153442383,0.008296060562133788,1.0020705270767212,1.872931957244873,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,,,MQTT_DDoS_Publish_Flood,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,3,0.0015,0.0,0.03108894062042236,0.0018750429153442383,0.008296060562133788,1.0020705270767212,1.872931957244873,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,,,MQTT_DDoS_Publish_Flood,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,3.600120544433594e-05,0.06332865047454835,0.004151105880737305,0.013651335239410398,2.0044451951980586,3.0028839111328125,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,,,MQTT_DDoS_Publish_Flood,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,3.600120544433594e-05,0.06332865047454835,0.004151105880737305,0.013651335239410398,2.0044451951980586,3.0028839111328125,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,,,MQTT_DDoS_Publish_Flood,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0018689632415771484,0.1277634139060974,0.008952856063842773,0.022637534141540523,4.05055905342102,4.998533010482788,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,,,MQTT_DDoS_Publish_Flood,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0018689632415771484,0.1277634139060974,0.008952856063842773,0.022637534141540523,4.05055905342102,4.998533010482788,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,,,MQTT_DoS_Connect_Flood,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,25,0.0125,-2.86102294921875e-06,0.004771907329559327,0.0009834766387939453,0.004352056980133057,0.008312239646911619,1.6091029644012451,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,,,MQTT_DoS_Connect_Flood,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,25,0.0125,-2.86102294921875e-06,0.004771907329559327,0.0009834766387939453,0.004352056980133057,0.008312239646911619,1.6091029644012451,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,,,MQTT_DoS_Connect_Flood,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,1.9073486328125e-05,0.009621441602706908,0.0025365352630615234,0.007134342193603513,0.012156968116760243,2.8284950256347656,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,,,MQTT_DoS_Connect_Flood,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,1.9073486328125e-05,0.009621441602706908,0.0025365352630615234,0.007134342193603513,0.012156968116760243,2.8284950256347656,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,,,MQTT_DoS_Connect_Flood,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00038814544677734375,0.019289012908935546,0.005170583724975586,0.012100803852081274,0.02641696453094478,3.326799154281616,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,,,MQTT_DoS_Connect_Flood,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00038814544677734375,0.019289012908935546,0.005170583724975586,0.012100803852081274,0.02641696453094478,3.326799154281616,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Publish_Flood,,,,MQTT_DoS_Publish_Flood,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,6,0.003,0.0,0.010973578214645386,0.0017135143280029297,0.005340385437011718,0.019853718280792222,1.6368739604949951,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Publish_Flood,,,,MQTT_DoS_Publish_Flood,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,6,0.003,0.0,0.010973578214645386,0.0017135143280029297,0.005340385437011718,0.019853718280792222,1.6368739604949951,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Publish_Flood,,,,MQTT_DoS_Publish_Flood,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,1.2874603271484375e-05,0.022069095849990845,0.0038394927978515625,0.00855607986450195,0.04131295442581173,2.6384408473968506,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Publish_Flood,,,,MQTT_DoS_Publish_Flood,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,1.2874603271484375e-05,0.022069095849990845,0.0038394927978515625,0.00855607986450195,0.04131295442581173,2.6384408473968506,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Publish_Flood,,,,MQTT_DoS_Publish_Flood,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0010709762573242188,0.04423114824295044,0.007786989212036133,0.014662671089172363,0.08457903146741472,4.000319957733154,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,attacks,ATTACK,MQTT,MQTT_DoS_Publish_Flood,,,,MQTT_DoS_Publish_Flood,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0010709762573242188,0.04423114824295044,0.007786989212036133,0.014662671089172363,0.08457903146741472,4.000319957733154,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,attacks,ATTACK,MQTT,MQTT_Malformed_Data,,,,MQTT_Malformed_Data,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,0.0004150867462158203,0.20845108664035797,0.011513948440551758,1.0008141040802,1.4061673402786254,2.000307083129883,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,attacks,ATTACK,MQTT,MQTT_Malformed_Data,,,,MQTT_Malformed_Data,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,0.0004150867462158203,0.20845108664035797,0.011513948440551758,1.0008141040802,1.4061673402786254,2.000307083129883,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,attacks,ATTACK,MQTT,MQTT_Malformed_Data,,,,MQTT_Malformed_Data,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.00121307373046875,0.42340291500091554,0.022723078727722168,1.9978887915611268,2.1697203636169435,2.9985849857330322,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,attacks,ATTACK,MQTT,MQTT_Malformed_Data,,,,MQTT_Malformed_Data,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.00121307373046875,0.42340291500091554,0.022723078727722168,1.9978887915611268,2.1697203636169435,2.9985849857330322,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,attacks,ATTACK,MQTT,MQTT_Malformed_Data,,,,MQTT_Malformed_Data,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0047550201416015625,0.851985565662384,0.11970508098602295,3.159686541557311,4.033881337642669,4.998467206954956,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,attacks,ATTACK,MQTT,MQTT_Malformed_Data,,,,MQTT_Malformed_Data,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0047550201416015625,0.851985565662384,0.11970508098602295,3.159686541557311,4.033881337642669,4.998467206954956,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,attacks,ATTACK,Recon,OS_Scan,,,,OS_Scan,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,71,0.0355,0.0,0.21780883777141571,0.015420079231262207,1.0012682676315308,1.3812887930870053,1.9955339431762695,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,attacks,ATTACK,Recon,OS_Scan,,,,OS_Scan,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,71,0.0355,0.0,0.21780883777141571,0.015420079231262207,1.0012682676315308,1.3812887930870053,1.9955339431762695,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,attacks,ATTACK,Recon,OS_Scan,,,,OS_Scan,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.0003590583801269531,0.4436108763217926,0.049292922019958496,2.0011602878570556,2.7012744760513305,2.990393877029419,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,attacks,ATTACK,Recon,OS_Scan,,,,OS_Scan,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.0003590583801269531,0.4436108763217926,0.049292922019958496,2.0011602878570556,2.7012744760513305,2.990393877029419,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,attacks,ATTACK,Recon,OS_Scan,,,,OS_Scan,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.003616809844970703,0.8967703847885132,0.14051592350006104,3.9992999553680417,4.54189455270767,4.99859094619751,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,attacks,ATTACK,Recon,OS_Scan,,,,OS_Scan,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.003616809844970703,0.8967703847885132,0.14051592350006104,3.9992999553680417,4.54189455270767,4.99859094619751,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,attacks,ATTACK,Recon,Ping_Sweep,,,,Ping_Sweep,25,5.0,1.0,7406,0,0,1,296,7400,1,6,0.9991898460707535,0,0.0,0.00038695335388183594,0.2891491506550763,0.1631249189376831,1.0012365579605103,1.6547813534736633,1.8309299945831299,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,attacks,ATTACK,Recon,Ping_Sweep,,,,Ping_Sweep,25,30.0,1.0,7406,0,0,1,296,7400,1,6,0.9991898460707535,0,0.0,0.00038695335388183594,0.2891491506550763,0.1631249189376831,1.0012365579605103,1.6547813534736633,1.8309299945831299,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,attacks,ATTACK,Recon,Ping_Sweep,,,,Ping_Sweep,50,5.0,1.0,7406,0,0,1,148,7400,1,6,0.9991898460707535,0,0.0,0.0010569095611572266,0.5962518244176298,0.390966534614563,2.0007418990135193,2.500226833820344,2.83187198638916,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,attacks,ATTACK,Recon,Ping_Sweep,,,,Ping_Sweep,50,30.0,1.0,7406,0,0,1,148,7400,1,6,0.9991898460707535,0,0.0,0.0010569095611572266,0.5962518244176298,0.390966534614563,2.0007418990135193,2.500226833820344,2.83187198638916,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,attacks,ATTACK,Recon,Ping_Sweep,,,,Ping_Sweep,100,5.0,1.0,7406,0,0,1,74,7400,1,6,0.9991898460707535,0,0.0,0.3767068386077881,1.2009631749745961,0.7348873615264893,3.5165034294128414,4.395961978435514,4.835954904556274,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,attacks,ATTACK,Recon,Ping_Sweep,,,,Ping_Sweep,100,30.0,1.0,7406,0,0,1,74,7400,1,6,0.9991898460707535,0,0.0,0.3767068386077881,1.2009631749745961,0.7348873615264893,3.5165034294128414,4.395961978435514,4.835954904556274,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,attacks,ATTACK,Recon,Port_Scan,,,,Port_Scan,25,5.0,1.0,50000,3,0,4,1998,49950,4,50,0.999,109,0.05455455455455455,0.0,0.18872288278153948,0.0063629150390625,1.0015440702438354,2.000441608428955,2.0042648315429688,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,attacks,ATTACK,Recon,Port_Scan,,,,Port_Scan,25,30.0,1.0,50000,3,0,4,1998,49950,4,50,0.999,109,0.05455455455455455,0.0,0.18872288278153948,0.0063629150390625,1.0015440702438354,2.000441608428955,2.0042648315429688,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,attacks,ATTACK,Recon,Port_Scan,,,,Port_Scan,50,5.0,1.0,50000,3,0,4,998,49900,4,100,0.998,1,0.001002004008016032,0.0,0.38310765527293295,0.011211037635803223,2.9929468393325807,3.005274655818939,4.001112937927246,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,attacks,ATTACK,Recon,Port_Scan,,,,Port_Scan,50,30.0,1.0,50000,3,0,4,998,49900,4,100,0.998,1,0.001002004008016032,0.0,0.38310765527293295,0.011211037635803223,2.9929468393325807,3.005274655818939,4.001112937927246,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,attacks,ATTACK,Recon,Port_Scan,,,,Port_Scan,100,5.0,1.0,50000,3,0,4,498,49800,4,200,0.996,0,0.0,0.0038750171661376953,0.7730683198415611,0.020221471786499023,5.0022848606109624,6.001083755493164,7.0018229484558105,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,attacks,ATTACK,Recon,Port_Scan,,,,Port_Scan,100,30.0,1.0,50000,3,0,4,498,49800,4,200,0.996,0,0.0,0.0038750171661376953,0.7730683198415611,0.020221471786499023,5.0022848606109624,6.001083755493164,7.0018229484558105,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,attacks,ATTACK,Recon,VulScan,,,,VulScan,25,5.0,1.0,21747,0,0,1,869,21725,1,22,0.9989883662114315,7,0.00805523590333717,0.0,0.352969051916388,0.055928945541381836,1.4594499111175496,5.156735219955441,6.20250391960144,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,attacks,ATTACK,Recon,VulScan,,,,VulScan,25,30.0,1.0,21747,0,0,1,869,21725,1,22,0.9989883662114315,7,0.00805523590333717,0.0,0.352969051916388,0.055928945541381836,1.4594499111175496,5.156735219955441,6.20250391960144,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,attacks,ATTACK,Recon,VulScan,,,,VulScan,50,5.0,1.0,21747,0,0,1,434,21700,1,47,0.9978387823607854,0,0.0,0.0002620220184326172,0.7255352246596517,0.18383562564849854,3.7745664119720113,10.120407598018652,11.349483966827393,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,attacks,ATTACK,Recon,VulScan,,,,VulScan,50,30.0,1.0,21747,0,0,1,434,21700,1,47,0.9978387823607854,0,0.0,0.0002620220184326172,0.7255352246596517,0.18383562564849854,3.7745664119720113,10.120407598018652,11.349483966827393,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,attacks,ATTACK,Recon,VulScan,,,,VulScan,100,5.0,1.0,21747,0,0,1,217,21700,1,47,0.9978387823607854,0,0.0,0.00745701789855957,1.458353822681761,0.6351029872894287,8.07022047042845,19.176167898178104,20.6617169380188,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,attacks,ATTACK,Recon,VulScan,,,,VulScan,100,30.0,1.0,21747,0,0,1,217,21700,1,47,0.9978387823607854,0,0.0,0.00745701789855957,1.458353822681761,0.6351029872894287,8.07022047042845,19.176167898178104,20.6617169380188,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,1.811981201171875e-05,0.0004283115863800049,0.00020706653594970703,0.0012450218200683594,0.0020070576667785642,0.0032999515533447266,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,1.811981201171875e-05,0.0004283115863800049,0.00020706653594970703,0.0012450218200683594,0.0020070576667785642,0.0032999515533447266,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,5.0067901611328125e-05,0.0008738093376159668,0.0008720159530639648,0.0019353628158569332,0.0025831365585327146,0.00341796875,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,5.0067901611328125e-05,0.0008738093376159668,0.0008720159530639648,0.0019353628158569332,0.0025831365585327146,0.00341796875,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00031304359436035156,0.0017609729766845702,0.0016930103302001953,0.002969980239868163,0.0036040210723876946,0.004445075988769531,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00031304359436035156,0.0017609729766845702,0.0016930103302001953,0.002969980239868163,0.0036040210723876946,0.004445075988769531,phase1c1_v1
