pcap_path,filename,dataset_scope,source,split,binary_label,attack_family,attack_type,profiling_type,profiling_variant,device,capture_session,file_size,grouping_key,unresolved_reason
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-ICMP2_test.pcap,TCP_IP-DDoS-ICMP2_test.pcap,wifi_mqtt,attacks,test,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,1495000433,attacks:DDoS_ICMP:test:DDoS_ICMP_2,
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-SYN_test.pcap,TCP_IP-DDoS-SYN_test.pcap,wifi_mqtt,attacks,test,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN,1349298819,attacks:DDoS_SYN:test:DDoS_SYN,
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-TCP_test.pcap,TCP_IP-DDoS-TCP_test.pcap,wifi_mqtt,attacks,test,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP,1399714892,attacks:DDoS_TCP:test:DDoS_TCP,
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP1_test.pcap,TCP_IP-DDoS-UDP1_test.pcap,wifi_mqtt,attacks,test,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_1,1576000024,attacks:DDoS_UDP:test:DDoS_UDP_1,
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP2_test.pcap,TCP_IP-DDoS-UDP2_test.pcap,wifi_mqtt,attacks,test,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_2,1215541422,attacks:DDoS_UDP:test:DDoS_UDP_2,
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-ICMP_test.pcap,TCP_IP-DoS-ICMP_test.pcap,wifi_mqtt,attacks,test,ATTACK,DoS,DoS_ICMP,,,,DoS_ICMP,773170088,attacks:DoS_ICMP:test:DoS_ICMP,
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-SYN_test.pcap,TCP_IP-DoS-SYN_test.pcap,wifi_mqtt,attacks,test,ATTACK,DoS,DoS_SYN,,,,DoS_SYN,749546727,attacks:DoS_SYN:test:DoS_SYN,
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-TCP_test.pcap,TCP_IP-DoS-TCP_test.pcap,wifi_mqtt,attacks,test,ATTACK,DoS,DoS_TCP,,,,DoS_TCP,647511014,attacks:DoS_TCP:test:DoS_TCP,
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-UDP_test.pcap,TCP_IP-DoS-UDP_test.pcap,wifi_mqtt,attacks,test,ATTACK,DoS,DoS_UDP,,,,DoS_UDP,1049509322,attacks:DoS_UDP:test:DoS_UDP,
data/raw/WiFI_and_MQTT/attacks/pcap/train/ARP_Spoofing_train.pcap,ARP_Spoofing_train.pcap,wifi_mqtt,attacks,train,ATTACK,Spoofing,ARP_Spoofing,,,,ARP_Spoofing,80000193,attacks:ARP_Spoofing:train:ARP_Spoofing,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train.pcap,wifi_mqtt,attacks,train,BENIGN,,,,,,Benign,395000451,attacks:Benign:train,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,MQTT-DDoS-Connect_Flood_train.pcap,wifi_mqtt,attacks,train,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,,,MQTT_DDoS_Connect_Flood,1474000046,attacks:MQTT_DDoS_Connect_Flood:train:MQTT_DDoS_Connect_Flood,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,MQTT-DDoS-Publish_Flood_train.pcap,wifi_mqtt,attacks,train,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,,,MQTT_DDoS_Publish_Flood,1556000060,attacks:MQTT_DDoS_Publish_Flood:train:MQTT_DDoS_Publish_Flood,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,MQTT-DoS-Connect_Flood_train.pcap,wifi_mqtt,attacks,train,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,,,MQTT_DoS_Connect_Flood,110000019,attacks:MQTT_DoS_Connect_Flood:train:MQTT_DoS_Connect_Flood,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,MQTT-DoS-Publish_Flood_train.pcap,wifi_mqtt,attacks,train,ATTACK,MQTT,MQTT_DoS_Publish_Flood,,,,MQTT_DoS_Publish_Flood,1228000128,attacks:MQTT_DoS_Publish_Flood:train:MQTT_DoS_Publish_Flood,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train.pcap,wifi_mqtt,attacks,train,ATTACK,MQTT,MQTT_Malformed_Data,,,,MQTT_Malformed_Data,34000023,attacks:MQTT_Malformed_Data:train:MQTT_Malformed_Data,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,Recon-OS_Scan_train.pcap,wifi_mqtt,attacks,train,ATTACK,Recon,OS_Scan,,,,OS_Scan,14000021,attacks:OS_Scan:train:OS_Scan,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,Recon-Ping_Sweep_train.pcap,wifi_mqtt,attacks,train,ATTACK,Recon,Ping_Sweep,,,,Ping_Sweep,644273,attacks:Ping_Sweep:train:Ping_Sweep,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,Recon-Port_Scan_train.pcap,wifi_mqtt,attacks,train,ATTACK,Recon,Port_Scan,,,,Port_Scan,81000046,attacks:Port_Scan:train:Port_Scan,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,Recon-VulScan_train.pcap,wifi_mqtt,attacks,train,ATTACK,Recon,VulScan,,,,VulScan,5000071,attacks:VulScan:train:VulScan,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,TCP_IP-DDoS-ICMP1_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,1495000075,attacks:DDoS_ICMP:train:DDoS_ICMP_1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,TCP_IP-DDoS-ICMP2_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,1495000031,attacks:DDoS_ICMP:train:DDoS_ICMP_2,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,TCP_IP-DDoS-ICMP3_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_3,1495000043,attacks:DDoS_ICMP:train:DDoS_ICMP_3,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,TCP_IP-DDoS-ICMP4_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_4,1495000009,attacks:DDoS_ICMP:train:DDoS_ICMP_4,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,TCP_IP-DDoS-ICMP5_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_5,1495000034,attacks:DDoS_ICMP:train:DDoS_ICMP_5,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,TCP_IP-DDoS-ICMP6_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_6,1495000034,attacks:DDoS_ICMP:train:DDoS_ICMP_6,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,TCP_IP-DDoS-ICMP7_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_7,1495000006,attacks:DDoS_ICMP:train:DDoS_ICMP_7,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,TCP_IP-DDoS-ICMP8_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_8,1495000072,attacks:DDoS_ICMP:train:DDoS_ICMP_8,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,TCP_IP-DDoS-SYN1_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_1,1556000011,attacks:DDoS_SYN:train:DDoS_SYN_1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,TCP_IP-DDoS-SYN2_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_2,1556000071,attacks:DDoS_SYN:train:DDoS_SYN_2,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,TCP_IP-DDoS-SYN3_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_3,1556000070,attacks:DDoS_SYN:train:DDoS_SYN_3,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,TCP_IP-DDoS-SYN4_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_4,1556000060,attacks:DDoS_SYN:train:DDoS_SYN_4,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,TCP_IP-DDoS-TCP1_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_1,1576000045,attacks:DDoS_TCP:train:DDoS_TCP_1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP2_train.pcap,TCP_IP-DDoS-TCP2_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_2,1576001283,attacks:DDoS_TCP:train:DDoS_TCP_2,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP3_train.pcap,TCP_IP-DDoS-TCP3_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_3,1576000036,attacks:DDoS_TCP:train:DDoS_TCP_3,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP4_train.pcap,TCP_IP-DDoS-TCP4_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_4,1576000070,attacks:DDoS_TCP:train:DDoS_TCP_4,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP1_train.pcap,TCP_IP-DDoS-UDP1_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_1,1576000011,attacks:DDoS_UDP:train:DDoS_UDP_1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP2_train.pcap,TCP_IP-DDoS-UDP2_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_2,1576000014,attacks:DDoS_UDP:train:DDoS_UDP_2,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP3_train.pcap,TCP_IP-DDoS-UDP3_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_3,1576000001,attacks:DDoS_UDP:train:DDoS_UDP_3,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP4_train.pcap,TCP_IP-DDoS-UDP4_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_4,1576000023,attacks:DDoS_UDP:train:DDoS_UDP_4,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP5_train.pcap,TCP_IP-DDoS-UDP5_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_5,1576000022,attacks:DDoS_UDP:train:DDoS_UDP_5,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP6_train.pcap,TCP_IP-DDoS-UDP6_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_6,1576000006,attacks:DDoS_UDP:train:DDoS_UDP_6,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP7_train.pcap,TCP_IP-DDoS-UDP7_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_7,1576000030,attacks:DDoS_UDP:train:DDoS_UDP_7,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP8_train.pcap,TCP_IP-DDoS-UDP8_train.pcap,wifi_mqtt,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_8,1576000061,attacks:DDoS_UDP:train:DDoS_UDP_8,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP1_train.pcap,TCP_IP-DoS-ICMP1_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_ICMP,,,,DoS_ICMP_1,839000042,attacks:DoS_ICMP:train:DoS_ICMP_1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP2_train.pcap,TCP_IP-DoS-ICMP2_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_ICMP,,,,DoS_ICMP_2,839000014,attacks:DoS_ICMP:train:DoS_ICMP_2,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP3_train.pcap,TCP_IP-DoS-ICMP3_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_ICMP,,,,DoS_ICMP_3,839000053,attacks:DoS_ICMP:train:DoS_ICMP_3,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP4_train.pcap,TCP_IP-DoS-ICMP4_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_ICMP,,,,DoS_ICMP_4,839000003,attacks:DoS_ICMP:train:DoS_ICMP_4,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN1_train.pcap,TCP_IP-DoS-SYN1_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_SYN,,,,DoS_SYN_1,901000069,attacks:DoS_SYN:train:DoS_SYN_1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN2_train.pcap,TCP_IP-DoS-SYN2_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_SYN,,,,DoS_SYN_2,901000021,attacks:DoS_SYN:train:DoS_SYN_2,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN3_train.pcap,TCP_IP-DoS-SYN3_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_SYN,,,,DoS_SYN_3,901000027,attacks:DoS_SYN:train:DoS_SYN_3,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN4_train.pcap,TCP_IP-DoS-SYN4_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_SYN,,,,DoS_SYN_4,901000009,attacks:DoS_SYN:train:DoS_SYN_4,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP1_train.pcap,TCP_IP-DoS-TCP1_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_TCP,,,,DoS_TCP_1,757000067,attacks:DoS_TCP:train:DoS_TCP_1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP2_train.pcap,TCP_IP-DoS-TCP2_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_TCP,,,,DoS_TCP_2,757000002,attacks:DoS_TCP:train:DoS_TCP_2,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP3_train.pcap,TCP_IP-DoS-TCP3_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_TCP,,,,DoS_TCP_3,757000013,attacks:DoS_TCP:train:DoS_TCP_3,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP4_train.pcap,TCP_IP-DoS-TCP4_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_TCP,,,,DoS_TCP_4,757000028,attacks:DoS_TCP:train:DoS_TCP_4,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP1_train.pcap,TCP_IP-DoS-UDP1_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_UDP,,,,DoS_UDP_1,1146000031,attacks:DoS_UDP:train:DoS_UDP_1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP2_train.pcap,TCP_IP-DoS-UDP2_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_UDP,,,,DoS_UDP_2,1146000038,attacks:DoS_UDP:train:DoS_UDP_2,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP3_train.pcap,TCP_IP-DoS-UDP3_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_UDP,,,,DoS_UDP_3,1146000043,attacks:DoS_UDP:train:DoS_UDP_3,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP4_train.pcap,TCP_IP-DoS-UDP4_train.pcap,wifi_mqtt,attacks,train,ATTACK,DoS,DoS_UDP,,,,DoS_UDP_4,1146000076,attacks:DoS_UDP:train:DoS_UDP_4,
data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,Active.pcap,wifi_mqtt,profiling,train,BENIGN,,,active,standard,,Active,406062940,profiling:singleton:Active,
data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,ActiveBroker.pcap,wifi_mqtt,profiling,train,BENIGN,,,active,active_broker,,ActiveBroker,189852749,profiling:singleton:ActiveBroker,
data/raw/WiFI_and_MQTT/profiling/PCAP/Idle/Idle.pcap,Idle.pcap,wifi_mqtt,profiling,train,BENIGN,,,idle,,,Idle,73715235,profiling:singleton:Idle,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,Blink_Camera_LAN_MIC.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Blink_Camera,Blink_Camera_LAN_MIC,16322063,profiling:device:Blink_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,Blink_Camera_LAN_WATCH.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Blink_Camera,Blink_Camera_LAN_WATCH,13989031,profiling:device:Blink_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,Blink_Camera_WAN_MIC.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Blink_Camera,Blink_Camera_WAN_MIC,16346146,profiling:device:Blink_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,Blink_Camera_WAN_WATCH.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Blink_Camera,Blink_Camera_WAN_WATCH,11186820,profiling:device:Blink_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,Ecobee_Camera_LAN_MIC.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Ecobee_Camera,Ecobee_Camera_LAN_MIC,15712140,profiling:device:Ecobee_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_WATCH.pcap,Ecobee_Camera_LAN_WATCH.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Ecobee_Camera,Ecobee_Camera_LAN_WATCH,11744319,profiling:device:Ecobee_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_MIC.pcap,Ecobee_Camera_WAN_MIC.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Ecobee_Camera,Ecobee_Camera_WAN_MIC,14783351,profiling:device:Ecobee_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_WATCH.pcap,Ecobee_Camera_WAN_WATCH.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Ecobee_Camera,Ecobee_Camera_WAN_WATCH,10812301,profiling:device:Ecobee_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_MIC.pcap,M1T_Camera_LAN_MIC.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,M1T_Camera,M1T_Camera_LAN_MIC,7351612,profiling:device:M1T_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PHOTO.pcap,M1T_Camera_LAN_PHOTO.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,M1T_Camera,M1T_Camera_LAN_PHOTO,971116,profiling:device:M1T_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PRECORDING.pcap,M1T_Camera_LAN_PRECORDING.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,M1T_Camera,M1T_Camera_LAN_PRECORDING,4589034,profiling:device:M1T_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_WATCH.pcap,M1T_Camera_LAN_WATCH.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,M1T_Camera,M1T_Camera_LAN_WATCH,3927885,profiling:device:M1T_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_MIC.pcap,M1T_Camera_WAN_MIC.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,M1T_Camera,M1T_Camera_WAN_MIC,7757592,profiling:device:M1T_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_PHOTO.pcap,M1T_Camera_WAN_PHOTO.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,M1T_Camera,M1T_Camera_WAN_PHOTO,1512190,profiling:device:M1T_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_RECORDING.pcap,M1T_Camera_WAN_RECORDING.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,M1T_Camera,M1T_Camera_WAN_RECORDING,6376820,profiling:device:M1T_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_WATCH.pcap,M1T_Camera_WAN_WATCH.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,M1T_Camera,M1T_Camera_WAN_WATCH,6000664,profiling:device:M1T_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_LAN_APP.pcap,Multifunctional_Pager_LAN_APP.pcap,wifi_mqtt,profiling,test,BENIGN,,,interaction,,Multifunctional_Pager,Multifunctional_Pager_LAN_APP,64467,profiling:device:Multifunctional_Pager,
