pcap_path,source,grouping_key,split,split_origin,strategy_version,seed
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-TCP_test.pcap,attacks,attacks:DoS_TCP:test:DoS_TCP,test,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-UDP_test.pcap,attacks,attacks:DoS_UDP:test:DoS_UDP,test,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/ARP_Spoofing_train.pcap,attacks,attacks:ARP_Spoofing:train:ARP_Spoofing,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,attacks,attacks:Benign:train,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,attacks,attacks:MQTT_DDoS_Connect_Flood:train:MQTT_DDoS_Connect_Flood,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,attacks,attacks:MQTT_DDoS_Publish_Flood:train:MQTT_DDoS_Publish_Flood,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,attacks,attacks:MQTT_DoS_Connect_Flood:train:MQTT_DoS_Connect_Flood,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,attacks,attacks:MQTT_DoS_Publish_Flood:train:MQTT_DoS_Publish_Flood,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,attacks,attacks:MQTT_Malformed_Data:train:MQTT_Malformed_Data,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,attacks,attacks:OS_Scan:train:OS_Scan,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,attacks,attacks:Ping_Sweep:train:Ping_Sweep,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,attacks,attacks:Port_Scan:train:Port_Scan,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,attacks,attacks:VulScan:train:VulScan,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,attacks,attacks:DDoS_ICMP:train:DDoS_ICMP_1,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,attacks,attacks:DDoS_ICMP:train:DDoS_ICMP_2,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,attacks,attacks:DDoS_ICMP:train:DDoS_ICMP_3,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,attacks,attacks:DDoS_ICMP:train:DDoS_ICMP_4,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,attacks,attacks:DDoS_ICMP:train:DDoS_ICMP_5,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,attacks,attacks:DDoS_ICMP:train:DDoS_ICMP_6,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,attacks,attacks:DDoS_ICMP:train:DDoS_ICMP_7,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,attacks,attacks:DDoS_ICMP:train:DDoS_ICMP_8,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,attacks,attacks:DDoS_SYN:train:DDoS_SYN_1,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,attacks,attacks:DDoS_SYN:train:DDoS_SYN_2,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,attacks,attacks:DDoS_SYN:train:DDoS_SYN_3,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,attacks,attacks:DDoS_SYN:train:DDoS_SYN_4,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,attacks,attacks:DDoS_TCP:train:DDoS_TCP_1,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP2_train.pcap,attacks,attacks:DDoS_TCP:train:DDoS_TCP_2,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP3_train.pcap,attacks,attacks:DDoS_TCP:train:DDoS_TCP_3,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP4_train.pcap,attacks,attacks:DDoS_TCP:train:DDoS_TCP_4,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP1_train.pcap,attacks,attacks:DDoS_UDP:train:DDoS_UDP_1,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP2_train.pcap,attacks,attacks:DDoS_UDP:train:DDoS_UDP_2,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP3_train.pcap,attacks,attacks:DDoS_UDP:train:DDoS_UDP_3,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP4_train.pcap,attacks,attacks:DDoS_UDP:train:DDoS_UDP_4,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP5_train.pcap,attacks,attacks:DDoS_UDP:train:DDoS_UDP_5,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP6_train.pcap,attacks,attacks:DDoS_UDP:train:DDoS_UDP_6,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP7_train.pcap,attacks,attacks:DDoS_UDP:train:DDoS_UDP_7,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP8_train.pcap,attacks,attacks:DDoS_UDP:train:DDoS_UDP_8,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP1_train.pcap,attacks,attacks:DoS_ICMP:train:DoS_ICMP_1,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP2_train.pcap,attacks,attacks:DoS_ICMP:train:DoS_ICMP_2,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP3_train.pcap,attacks,attacks:DoS_ICMP:train:DoS_ICMP_3,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP4_train.pcap,attacks,attacks:DoS_ICMP:train:DoS_ICMP_4,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN1_train.pcap,attacks,attacks:DoS_SYN:train:DoS_SYN_1,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN2_train.pcap,attacks,attacks:DoS_SYN:train:DoS_SYN_2,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN3_train.pcap,attacks,attacks:DoS_SYN:train:DoS_SYN_3,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-SYN4_train.pcap,attacks,attacks:DoS_SYN:train:DoS_SYN_4,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP1_train.pcap,attacks,attacks:DoS_TCP:train:DoS_TCP_1,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP2_train.pcap,attacks,attacks:DoS_TCP:train:DoS_TCP_2,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP3_train.pcap,attacks,attacks:DoS_TCP:train:DoS_TCP_3,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-TCP4_train.pcap,attacks,attacks:DoS_TCP:train:DoS_TCP_4,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP1_train.pcap,attacks,attacks:DoS_UDP:train:DoS_UDP_1,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP2_train.pcap,attacks,attacks:DoS_UDP:train:DoS_UDP_2,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP3_train.pcap,attacks,attacks:DoS_UDP:train:DoS_UDP_3,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-UDP4_train.pcap,attacks,attacks:DoS_UDP:train:DoS_UDP_4,train,provided,phase1a_v1,
data/raw/WiFI_and_MQTT/profiling/PCAP/Active/Active.pcap,profiling,profiling:singleton:Active,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Broker/ActiveBroker.pcap,profiling,profiling:singleton:ActiveBroker,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Idle/Idle.pcap,profiling,profiling:singleton:Idle,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_MIC.pcap,profiling,profiling:device:Blink_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_LAN_WATCH.pcap,profiling,profiling:device:Blink_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_MIC.pcap,profiling,profiling:device:Blink_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Blink_Camera/Blink_Camera_WAN_WATCH.pcap,profiling,profiling:device:Blink_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_MIC.pcap,profiling,profiling:device:Ecobee_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_WATCH.pcap,profiling,profiling:device:Ecobee_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_MIC.pcap,profiling,profiling:device:Ecobee_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_WATCH.pcap,profiling,profiling:device:Ecobee_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_MIC.pcap,profiling,profiling:device:M1T_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PHOTO.pcap,profiling,profiling:device:M1T_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PRECORDING.pcap,profiling,profiling:device:M1T_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_WATCH.pcap,profiling,profiling:device:M1T_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_MIC.pcap,profiling,profiling:device:M1T_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_PHOTO.pcap,profiling,profiling:device:M1T_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_RECORDING.pcap,profiling,profiling:device:M1T_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_WATCH.pcap,profiling,profiling:device:M1T_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_LAN_APP.pcap,profiling,profiling:device:Multifunctional_Pager,test,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_LAN_PHYSICAL.pcap,profiling,profiling:device:Multifunctional_Pager,test,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_WAN_APP.pcap,profiling,profiling:device:Multifunctional_Pager,test,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_WAN_PHYSICAL.pcap,profiling,profiling:device:Multifunctional_Pager,test,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_MIC.pcap,profiling,profiling:device:Owltron_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_PHOTO.pcap,profiling,profiling:device:Owltron_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_RECORDING.pcap,profiling,profiling:device:Owltron_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_WATCH.pcap,profiling,profiling:device:Owltron_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_MIC.pcap,profiling,profiling:device:Owltron_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_PHOTO.pcap,profiling,profiling:device:Owltron_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_RECORDING.pcap,profiling,profiling:device:Owltron_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_WATCH.pcap,profiling,profiling:device:Owltron_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/SenseU/SenseU_LAN_EMERGENCY.pcap,profiling,profiling:device:SenseU,test,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/SenseU/SenseU_WAN_EMERGENCY.pcap,profiling,profiling:device:SenseU,test,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_LAN_PHYSICAL.pcap,profiling,profiling:device:Singcall,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_WAN_PHYSICAL.pcap,profiling,profiling:device:Singcall,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,profiling,profiling:device:Blink_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Ecobee_Camera_Power.pcap,profiling,profiling:device:Ecobee_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/M1T_Camera_Power.pcap,profiling,profiling:device:M1T_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Multifunctional_Pager_Power.pcap,profiling,profiling:device:Multifunctional_Pager,test,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Owltron_Camera_Power.pcap,profiling,profiling:device:Owltron_Camera,train,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/SenseUBaby_Power.pcap,profiling,profiling:device:SenseU,test,assigned,phase1a_v1,42
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Singcall_Power.pcap,profiling,profiling:device:Singcall,train,assigned,phase1a_v1,42
