scope,pcap_path,packet_index,timestamp,severity,issue_code,detail,parse_status,protocol_name
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP1_test.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 11256827,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP1_test.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 2982,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP1_test.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP2_test.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 8113066,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP2_test.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 1380,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP2_test.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-ICMP_test.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 4611092,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-ICMP_test.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 23,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-ICMP_test.pcap,,,warning,file:unsupported_present,unsupported packets: 5,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-SYN_test.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 3938301,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-SYN_test.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 73570,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-SYN_test.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-TCP_test.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 2943540,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-TCP_test.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 9953,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-TCP_test.pcap,,,warning,file:unsupported_present,unsupported packets: 2,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-UDP_test.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 6584636,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-UDP_test.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 329,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-UDP_test.pcap,,,warning,file:unsupported_present,unsupported packets: 4,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/ARP_Spoofing_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 33339,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/ARP_Spoofing_train.pcap,,,warning,file:unsupported_present,unsupported packets: 9,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 43881,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 1032,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,,,warning,file:unsupported_present,unsupported packets: 340,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 8583988,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 57419,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 987944,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 3916,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,,,warning,file:unsupported_present,unsupported packets: 2,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 380689,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 3095,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 1682672,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 14826,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,,,warning,file:unsupported_present,unsupported packets: 2,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 18488,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 6,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 57348,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 81,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 57,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,,,warning,file:unsupported_present,unsupported packets: 2,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 361557,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 475,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,,,warning,file:unsupported_present,unsupported packets: 4,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 5540,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 9,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,,,warning,file:malformed_present,malformed packets: 1 (0.0000%),,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 9666298,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 1353,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10376201,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 7514,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 11912066,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 3717,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 11770241,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 2482,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 11159266,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 2028,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10209991,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 840,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 9254124,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 1053,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,,,warning,file:unsupported_present,unsupported packets: 4,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 9975177,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 701,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 9735759,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 27072,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,,,warning,file:unsupported_present,unsupported packets: 4,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10526934,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 30460,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 12520013,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 21919,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 8388656,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 23237,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,,,warning,file:unsupported_present,unsupported packets: 4,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 9861088,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 30660,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP2_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 8928346,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP2_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 25911,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP2_train.pcap,,,warning,file:unsupported_present,unsupported packets: 7,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP3_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10090594,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP3_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 23846,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP4_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 9038078,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP4_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 23509,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP4_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP1_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10802829,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP1_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 5258,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP2_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10843621,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP2_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 5693,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP2_train.pcap,,,warning,file:unsupported_present,unsupported packets: 4,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP3_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 11215663,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP3_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 2669,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP4_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10568550,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP4_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 4878,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP4_train.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP5_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10586342,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP5_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 7930,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP5_train.pcap,,,warning,file:unsupported_present,unsupported packets: 2,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP6_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10812359,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP6_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 6057,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP6_train.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP7_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10368786,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP7_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 4670,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP7_train.pcap,,,warning,file:unsupported_present,unsupported packets: 4,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP8_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 10912679,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP8_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 4045,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP8_train.pcap,,,warning,file:unsupported_present,unsupported packets: 1,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP1_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 5425293,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP1_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 704,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP1_train.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP2_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 4845726,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP2_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 232,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP2_train.pcap,,,warning,file:unsupported_present,unsupported packets: 8,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP3_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 5411566,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP3_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 32,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP3_train.pcap,,,warning,file:unsupported_present,unsupported packets: 2,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP4_train.pcap,,,warning,file:timestamp_duplicate,duplicate adjacent timestamps: 4550530,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP4_train.pcap,,,warning,file:timestamp_reversal,negative timestamp deltas: 285,,
file,data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP4_train.pcap,,,warning,file:unsupported_present,unsupported packets: 3,,
