pcap_path,filename,source,split,binary_label,attack_family,attack_type,profiling_type,profiling_variant,device,capture_session,packet_count,total_frame_bytes,min_frame_length,max_frame_length,mean_frame_length,capture_order_duration,capture_timestamp_span,packets_per_second,bytes_per_second,tcp_count,udp_count,arp_count,llc_count,ipv4_count,ipv6_count,icmp_count,icmpv6_count,igmp_count,vlan_count,tcp_ratio,udp_ratio,arp_ratio,llc_ratio,ipv4_ratio,ipv6_ratio,icmp_ratio,icmpv6_ratio,igmp_ratio,vlan_ratio,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_rst_count,tcp_psh_count,tcp_syn_ratio,tcp_ack_ratio,tcp_fin_ratio,tcp_rst_ratio,tcp_psh_ratio,unique_src_ips_count,unique_src_ips_capped,unique_dst_ips_count,unique_dst_ips_capped,unique_src_ports_count,unique_dst_ports_count,audit_strategy_version
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,Recon-VulScan_train.pcap,attacks,train,ATTACK,Recon,VulScan,,,,VulScan,21747,4652095,54,1514,213.91893134685245,319.966756105423,319.966756105423,67.96643584071208,14539.307322499539,14434,7218,55,1,21674,16,28,5,5,0,0.6637237320090127,0.33190784935853224,0.0025290844714213456,4.598335402584265e-05,0.9966432151561135,0.0007357336644134824,0.001287533912723594,0.00022991677012921323,0.00022991677012921323,0.0,6433,8057,126,6032,878,0.4456838021338506,0.55819592628516,0.008729388942774006,0.41790217541914926,0.06082859914091728,38,False,40,False,1139,1129,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,TCP_IP-DDoS-ICMP1_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,19486169,1183221347,42,1514,60.72108617142754,634.5620927810669,634.5620927810669,30708.057133698043,1864626.583372399,26987,633,1299,19,19484793,56,19457224,5,0,0,0.0013849310246667778,3.2484579190501735e-05,6.666266724875475e-05,9.750505602204312e-07,0.9999293858120598,2.8738332301233762e-06,0.99851458744918,2.5659225268958716e-07,0.0,0.0,110,26928,70,34,5759,0.004076036610219736,0.9978137621817912,0.0025938414792307405,0.0012598658613406455,0.2133990439841405,67,False,62,False,141,129,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,TCP_IP-DDoS-ICMP2_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,19475470,1183392487,42,1514,60.763231233957384,282.39929604530334,282.39929604530334,68964.30080645699,4190493.7567909397,22590,451,715,17,19474698,37,19451674,10,10,0,0.0011599206591676606,2.3157335869172862e-05,3.6712849548688684e-05,8.728929263324582e-07,0.999960360391816,1.8998257808412326e-06,0.9987781552897055,5.134664272543872e-07,5.134664272543872e-07,0.0,237,22364,24,7,3402,0.01049136786188579,0.9899955732625055,0.0010624169986719787,0.00030987162461266045,0.150597609561753,50,False,50,False,130,88,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,TCP_IP-DDoS-ICMP3_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_3,18963740,1191580179,42,1514,62.834661253529106,558.1150419712067,558.1150419712067,33978.19190291299,2135008.1782269436,39404,72425,476,1,18963223,39,18851431,2,0,0,0.0020778601689329214,0.003819130614530678,2.510053396640114e-05,5.273221421512845e-08,0.9999727374452507,2.0565563543900098e-06,0.9940776977537131,1.054644284302569e-07,0.0,0.0,33,39375,21,7,5173,0.0008374784285859303,0.9992640341082124,0.0005329408181910466,0.00017764693939701552,0.13128108821439446,59,False,53,False,112,101,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,TCP_IP-DDoS-ICMP4_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_4,19266601,1186734369,42,1514,61.59541939961283,535.2819931507111,535.2819931507111,35993.36657412162,2217026.509737027,28348,40851,629,20,19265903,46,19196749,1,0,0,0.0014713544957930048,0.0021203013442796684,3.2647170095026105e-05,1.0380658217814341e-06,0.9999637715028198,2.3875513900972985e-06,0.9963744513108461,5.1903291089071703e-08,0.0,0.0,28,28331,19,10,5703,0.0009877240016932412,0.9994003104275434,0.0006702412868632708,0.0003527585720333004,0.2011782136305912,57,False,55,False,140,130,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,TCP_IP-DDoS-ICMP5_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_5,19496250,1183060010,42,1514,60.68141360518048,388.46969294548035,388.46969294548035,50187.31281756952,3045437.086815512,22432,563,740,28,19495447,34,19472485,1,0,0,0.001150580239789703,2.8877348207988717e-05,3.795601718279156e-05,1.4361736231326537e-06,0.9999588125921651,1.7439251138039366e-06,0.9987810476373662,5.129191511188049e-08,0.0,0.0,32,22414,35,4,4350,0.0014265335235378032,0.99919757489301,0.001560271041369472,0.0001783166904422254,0.1939194008559201,57,False,54,False,104,99,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,TCP_IP-DDoS-ICMP6_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_6,19080009,1189719866,42,1514,62.35426125847215,654.2833302021027,654.2833302021027,29161.692067114633,1818355.7658919806,59583,2449,1408,16,19078528,56,19016552,0,0,0,0.003122797269120785,0.00012835423714946886,7.379451445751415e-05,8.385740279262971e-07,0.9999223794915401,2.93500909774204e-06,0.9966741629943675,0.0,0.0,0.0,36,59561,25,8,6378,0.0006041991843311012,0.999630767165131,0.00041958276689659803,0.00013426648540691138,0.10704395549066009,55,False,53,False,137,125,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,TCP_IP-DDoS-ICMP7_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_7,18594177,1197493150,42,1514,64.40151397934956,1339.1552639007568,1339.1552639007568,13885.0046004658,894215.3178802311,112952,3223,3657,13,18590430,73,18474324,4,0,0,0.006074589910594053,0.00017333383456552017,0.00019667447502516513,6.991436082382135e-07,0.9997984852999947,3.925960261645353e-06,0.9935542723939865,2.1512111022714262e-07,0.0,0.0,218,112766,185,109,14136,0.0019300233727601104,0.9983532828103974,0.0016378638713789929,0.0009650116863800552,0.12515050640980238,104,False,100,False,297,272,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,TCP_IP-DDoS-ICMP8_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_8,19326527,1185775616,42,1514,61.354821587965596,505.3886251449585,505.3886251449585,38240.92201215778,2346264.947415247,39330,831,1367,3,19325108,46,19284990,1,2,0,0.002035026779513981,4.2997896104147423e-05,7.073179780309209e-05,1.5522706174782464e-07,0.9999265775997933,2.3801482801333112e-06,0.9978507778453936,5.1742353915941544e-08,1.0348470783188309e-07,0.0,62,39289,60,20,5731,0.0015764047800661072,0.9989575387744725,0.0015255530129672007,0.0005085176709890668,0.1457157386219171,61,False,59,False,146,135,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,TCP_IP-DDoS-SYN1_train.pcap,attacks,train,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_1,19931997,1237088035,42,1514,62.06543353383005,737.2762930393219,737.2762930393219,27034.6370664287,1677916.4699576488,19929870,698,1412,7,19930516,58,0,6,0,0,0.9998932871603382,3.5019070091170496e-05,7.084086958271166e-05,3.5119411266216827e-07,0.9999256973598782,2.9098940763436798e-06,0.0,3.010235251390014e-07,0.0,0.0,17356354,3268038,139,2514588,7570,0.8708714106012734,0.1639768849470669,6.974455929717554e-06,0.1261718214920619,0.00037983188048893444,71,False,71,False,65536,65536,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,TCP_IP-DDoS-SYN2_train.pcap,attacks,train,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_2,20359731,1230244351,42,1514,60.42537354742064,1601.6550121307373,1601.6550121307373,12711.683131384669,768108.2016303643,20356510,2733,465,1,20359187,77,3,14,4,0,0.9998417955522104,0.0001342355652930778,2.2839201559195454e-05,4.911656249289345e-08,0.9999732805900039,3.7819753119527955e-06,1.4734968747868035e-07,6.876318749005082e-07,1.964662499715738e-07,0.0,16381670,4728175,103,3955840,6700,0.804738631523773,0.23226844876651254,5.059806420648726e-06,0.19432800612678697,0.00032913303901307246,110,False,110,False,65536,65536,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,TCP_IP-DDoS-SYN3_train.pcap,attacks,train,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_3,20194641,1232885790,42,1514,61.050146422508824,384.9589509963989,384.9589509963989,52459.20622894909,3202642.221485929,20192544,1644,429,1,20194168,40,14,6,0,0,0.9998961605705197,8.140773584437575e-05,2.1243259536032358e-05,4.951808749657892e-08,0.9999765779446141,1.980723499863157e-06,6.932532249521049e-07,2.971085249794735e-07,0.0,0.0,14075051,7140103,129,6082720,7700,0.6970419873791039,0.3536009628108276,6.388496664907601e-06,0.3012359413454788,0.00038132887069603513,119,False,117,False,65536,65536,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,TCP_IP-DDoS-SYN4_train.pcap,attacks,train,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_4,19679812,1241123044,42,1514,63.065797783027605,1205.520761013031,1205.520761013031,16324.739180321152,1029532.7000068016,19667125,10426,2081,18,19677577,132,131,22,5,0,0.9993553292074132,0.0005297814836849052,0.00010574288006409817,9.146428837836459e-07,0.9998864318419302,6.7073811477467365e-06,6.6565676542032e-06,1.1178968579577893e-06,2.540674677176794e-07,0.0,19581891,85620,186,1125,12757,0.9956661687969136,0.004353457864329433,9.457406712979146e-06,5.720205673172871e-05,0.0006486459002014783,106,False,97,False,65536,1084,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,TCP_IP-DDoS-TCP1_train.pcap,attacks,train,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_1,20223622,1252422069,42,1514,61.92867276692573,360.4123418331146,360.4123418331146,56112.45690738401,3474969.9819656056,20164958,58343,308,0,20223263,50,0,7,5,0,0.9970992337574347,0.002884893714884505,1.522971503324182e-05,0.0,0.9999822484815034,2.4723563365652304e-06,0.0,3.461298871191323e-07,2.4723563365652303e-07,0.0,114,31014,46,33,4613,5.653371556737188e-06,0.001538014609303922,2.281185014122023e-06,1.6365022927397122e-06,0.00022876318413358462,76,False,76,False,65536,176,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP2_train.pcap,TCP_IP-DDoS-TCP2_train.pcap,attacks,train,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_2,19700758,1260789131,42,1514,63.99698585201646,1662.5488979816437,1662.5488979816437,11849.731471908573,758347.0973579271,19654307,42104,4190,18,19696400,143,103,19,10,0,0.9976421719407954,0.0021371766507664322,0.00021268217192455235,9.136704283154994e-07,0.9997787902374111,7.258603958284244e-06,5.228225228694246e-06,9.644298965552492e-07,5.075946823974996e-07,0.0,184,162209,239,71812,16327,9.361815707875124e-06,0.008253101979123456,1.2160184533598667e-05,0.0036537538565974367,0.0008307085057743323,85,False,96,False,65536,45264,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP3_train.pcap,TCP_IP-DDoS-TCP3_train.pcap,attacks,train,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_3,20399613,1249606204,42,1514,61.25636814776829,589.4996290206909,589.4996290206909,34604.96325313886,2119774.3687742674,20398490,537,585,1,20398972,55,0,0,0,0,0.9999449499360601,2.6324028794075652e-05,2.8677014608071243e-05,4.902053779157477e-08,0.9999685778352756,2.6961295785366126e-06,0.0,0.0,0.0,0.0,47,39828,45,29,6659,2.3040921166223578e-06,0.0019524974642730908,2.2060456435745977e-06,1.4216738591925188e-06,0.0003264457320125166,57,False,52,False,65536,104,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP4_train.pcap,TCP_IP-DDoS-TCP4_train.pcap,attacks,train,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_4,20091019,1254543742,42,1514,62.443012074200915,862.1388862133026,862.1388862133026,23303.69192398226,1455152.7161826827,20074766,15234,795,8,20090155,60,214,1,0,0,0.9991910315748544,0.000758249245595756,3.9569919275871476e-05,3.981878669270085e-07,0.9999569957103719,2.9864090019525638e-06,1.0651525440297478e-05,4.9773483365876064e-08,0.0,0.0,66592,130856,103,65641,9251,0.003317199313805202,0.006518432145111928,5.130819457621573e-06,0.003269826407939201,0.0004608272893442444,79,False,78,False,65536,65535,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP1_train.pcap,TCP_IP-DDoS-UDP1_train.pcap,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_1,20608951,1246256771,42,1514,60.471625702831744,353.28168988227844,353.28168988227844,58335.7462054356,3527657.4096304886,23938,20550859,481,0,20608434,36,33672,1,0,0,0.0011615341314557932,0.997181224798875,2.3339373265529137e-05,0.0,0.999974913812935,1.7468137994990624e-06,0.001633853173798123,4.852260554164062e-08,0.0,0.0,32,23919,40,15,3850,0.0013367866989723452,0.9992062828974851,0.0016709833737154314,0.0006266187651432868,0.16083214972011028,64,False,53,False,14630,17840,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP2_train.pcap,TCP_IP-DDoS-UDP2_train.pcap,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_2,20722273,1244443622,42,1514,60.05343245888132,465.11784291267395,465.11784291267395,44552.73715201378,2675544.791416752,15693,20702733,430,0,20721819,20,3412,1,0,0,0.0007573010933694387,0.9990570532489366,2.0750619393924594e-05,0.0,0.9999780912065004,9.65145088089516e-07,0.00016465375202807145,4.82572544044758e-08,0.0,0.0,32,15686,27,5,3586,0.0020391257248454724,0.99955394124769,0.0017205123303383673,0.0003186133945071051,0.22850952654049575,65,False,48,False,14646,17860,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP3_train.pcap,TCP_IP-DDoS-UDP3_train.pcap,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_3,20651397,1245577625,42,1514,60.31444870291342,338.28605699539185,338.28605699539185,61047.14212410272,3682024.7221036586,13258,20482269,516,30,20650817,34,155302,12,10,0,0.000641990466795055,0.991810336123992,2.4986203112554564e-05,1.4526862274741025e-06,0.9999719147329355,1.6463777244706495e-06,0.007520169216639436,5.81074490989641e-07,4.842287424913675e-07,0.0,544,12898,74,138,3797,0.041031829838588024,0.972846583195052,0.005581535676572635,0.01040880977523005,0.2863931211344094,74,False,70,False,14743,17868,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP4_train.pcap,TCP_IP-DDoS-UDP4_train.pcap,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_4,20626463,1245976591,42,1514,60.40670138161836,549.6828229427338,549.6828229427338,37524.29972174858,2266719.1678460115,16795,20456444,630,28,20625753,49,152562,1,0,0,0.0008142452731716533,0.9917572392319517,3.054328800822516e-05,1.3574794670322295e-06,0.9999655781992288,2.3755890673064015e-06,0.0073964208017632494,4.8481409536865335e-08,0.0,0.0,487,16467,82,150,4286,0.028996725215838046,0.9804703780887168,0.00488240547782078,0.008931229532598988,0.25519499851146177,79,False,75,False,14907,18009,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP5_train.pcap,TCP_IP-DDoS-UDP5_train.pcap,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_5,20543021,1247311662,42,1514,60.717051401544104,1407.6542789936066,1407.6542789936066,14593.797146474844,886092.3314862208,25614,20460202,4830,3,20538120,66,52368,2,0,0,0.001246846800185815,0.9959685092080663,0.00023511634437797633,1.4603499650805985e-07,0.999761427494038,3.2127699231773164e-06,0.0025491868990446926,9.735666433870656e-08,0.0,0.0,416,25304,78,100,8171,0.016241118138517998,0.9878972436948543,0.0030452096509721244,0.0039041149371437495,0.3190052315140158,73,False,71,False,14713,17767,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP6_train.pcap,TCP_IP-DDoS-UDP6_train.pcap,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_6,20216876,1252529966,42,1514,61.954674203868095,355.95017313957214,355.95017313957214,56796.92700155741,3518835.108162368,29009,20186026,413,1,20216421,38,1424,0,0,0,0.0014348903361726115,0.998474047127756,2.0428477673800838e-05,4.946362632881559e-08,0.9999774940500203,1.8796178004949925e-06,7.04362038922334e-05,0.0,0.0,0.0,30,28990,31,10,4180,0.0010341618118514943,0.999345030852494,0.0010686338722465441,0.00034472060395049814,0.1440932124513082,61,False,60,False,14457,17468,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP7_train.pcap,TCP_IP-DDoS-UDP7_train.pcap,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_7,19760583,1259830678,42,1514,63.754732236392016,1852.9495210647583,1852.9495210647583,10664.39359267866,679905.5579647226,92676,19661833,4789,71,19755488,231,1146,50,14,0,0.004689942599365616,0.9950026778056092,0.00024235114925505994,3.5930114005239623e-06,0.9997421634776666,1.1689938500296272e-05,5.799424035211916e-05,2.530289718678847e-06,7.084811212300771e-07,0.0,142,92539,141,53,16607,0.001532219776425396,0.9985217316241529,0.0015214294963097241,0.0005718848461306055,0.17919418188096162,87,False,95,False,14669,17425,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-UDP8_train.pcap,TCP_IP-DDoS-UDP8_train.pcap,attacks,train,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_8,20402619,1249558133,42,1514,61.24498688134107,326.0749189853668,326.0749189853668,62570.34139113166,3832119.7376608904,35661,20365164,457,7,20402120,34,1313,16,0,0,0.0017478638404216636,0.9981642062717536,2.23990851370601e-05,3.4309320778866674e-07,0.9999755423556163,1.6664527235449528e-06,6.43544831180742e-05,7.842130463740954e-07,0.0,0.0,30,35635,34,15,4070,0.0008412551526878103,0.999270912201004,0.0009534225063795183,0.00042062757634390513,0.11413028238131293,56,False,54,False,14612,17620,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DoS-ICMP1_train.pcap,TCP_IP-DoS-ICMP1_train.pcap,attacks,train,ATTACK,DoS,DoS_ICMP,,,,DoS_ICMP_1,10446280,671859538,42,1514,64.31567390496905,396.2420189380646,396.2420189380646,26363.38273259411,1695578.7268614145,10235,85626,285,8,10445927,57,10350100,18,5,0,0.0009797746183330333,0.008196793499695586,2.7282439298965756e-05,7.658228575148283e-07,0.9999662080664121,5.456487859793151e-06,0.990792894695528,1.7231014294083635e-06,4.786392859467676e-07,0.0,63,10179,37,30,4160,0.006155349291646311,0.9945285784074255,0.00361504640937958,0.0029311187103077674,0.4064484611626771,74,False,68,False,162,146,phase1b2_v1
